no,no_bam,situs,poktan,desa,bast
24,24/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104514/empty,Maju Mapan,Tanjungrejo,33040000
25,25/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104516/empty,Rukun Makmur,Watubonang,9145000
26,26/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104518/empty,Margo Tani Utomo,Bajang,14455000
27,27/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104520/empty,Daya Tani,Balong,10325000
28,28/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104522/empty,Jaya Makmur,Bulak,8260000
29,29/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104524/empty,Sadono Makmur,Bulu Kidul,5900000
30,30/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104526/empty,Sido Mulyo,Dadapan,8260000
31,31/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104528/empty,Sri Mulyo Asih,Jalen,8850000
32,32/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104531/empty,Tani Maju,Karangan,8260000
33,33/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104533/empty,Sedyo Utomo,Karangmojo,8850000
34,34/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104535/empty,Umbul Rejo,Karangpatihan,16520000
35,35/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104536/empty,Sri Rejeki,Muneng,26550000
36,36/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104538/empty,Gawe Mulyo,Ngampel,10325000
37,37/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104540/empty,Margo Sakti,Ngendut,17700000
38,38/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104542/empty,Mugi Rahayu,Ngraket,13275000
39,39/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104544/empty,Subur Makmur,Ngumpul,16520000
40,40/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104547/empty,Jaya Abadi,Pandak,12390000
41,41/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104549/empty,Krido Tani Makmur,Purworejo,12390000
42,42/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104551/empty,Maju Makmur,Sedarat,8260000
43,43/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104553/empty,Tani Mukti,Singkil,13275000
44,44/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104555/empty,Rejo Mulyo,Sumberejo,8260000
45,45/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104557/empty,Nuju Manunggal,Tatung,17700000
46,46/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104559/empty,Sumber Tani Maju,Bancar,7375000
47,47/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104561/empty,Gemar Makmur,Bedikulon,4425000
48,48/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104563/empty,Utama,Bediwetan,5900000
49,49/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104565/empty,Bekare Makmur,Bekare,13275000
50,50/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104567/empty,Rukun Makmur,Belang,5900000
51,51/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104569/empty,Bungkal Manunggal,Bungkal,7375000
52,52/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104571/empty,Subur Makmur,Bungu,5900000
53,53/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104573/empty,Maju Makmur,Kalisat,5900000
54,54/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104575/empty,Loh Jinawi,Ketonggo,8850000
55,55/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104577/empty,Tani Makmur,Koripan,4425000
56,56/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104579/empty,Wijoyo Makmur,Kunti,8850000
57,57/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104581/empty,Mukti Lestari,Kupuk,8850000
58,58/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104583/empty,Dewi Sri,Kwajon,8850000
59,59/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104585/empty,Rukun Makaryo,Munggu,10325000
60,60/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104587/empty,Nambak Makmur,Nambak,5900000
61,61/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104589/empty,Mawar,Padas,8850000
62,62/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104591/empty,Ngudi Mulyo,Pager,4425000
63,63/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104593/empty,Giri Karso,Pelem,8850000
64,64/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104595/empty,Catur Manunggal,Sambilawang,8850000
65,65/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104597/empty,Margo Rukun,Blembem,59000000
66,66/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104599/empty,Makmur Jaya,Bringinan,25370000
67,67/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104601/empty,Surya Tani,Bulu Lor,18880000
68,68/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104604/empty,Mulyo Sejahtera,Jambon,26550000
69,69/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104606/empty,Sido Makmur,Jonggol,23010000
70,70/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104608/empty,Mekar Jaya,Karanglo Kidul,33925000
71,71/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104610/empty,Tani Mulyo,Krebet,29500000
72,72/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104612/empty,Rukun Tani,Menang,10030000
73,73/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104614/empty,Harapan Makmur,Poko,36875000
74,74/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104616/empty,Manunggal Sari,Pulosari,44250000
75,75/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104618/empty,Sendang Makmur,Sendang,42480000
76,76/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104620/empty,Tekat Mandiri,Sidoharjo,14455000
77,77/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104621/empty,Argo Limo,Srandil,11800000
78,78/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104624/empty,Suko Mulyo,Jenangan,14160000
79,79/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104625/empty,Sumber Makmur,Jimbe,18880000
80,80/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104627/empty,Tani Maju,Mrican,23600000
81,81/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104629/empty,Rejeki Mulyo,Nglayang,11800000
82,82/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104631/empty,Suka Tani Subur,Ngrupit,11800000
83,83/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104633/empty,Kerto Makmur,Panjeng,9440000
84,84/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104636/empty,Gemah Ripah,Paringan,14160000
85,85/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104637/empty,Tani Mukti,Pintu,8850000
86,86/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104640/empty,Ngudi Makmur,Plalangan,29500000
87,87/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104642/empty,Sido Mukti,Sedah,8850000
88,88/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104644/empty,Sri Sedono Mulyo,Semanding,14160000
89,89/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104646/empty,Tirto Mulyo,Setono,8850000
90,90/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104648/empty,Mulyo Sari,Singosaren,11800000
91,91/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104650/empty,Karya Jaya,Sraten,11800000
92,92/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104652/empty,Harapan Makmur,Wates,11800000
93,93/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104653/empty,Coper Manunggal,Coper,10325000
94,94/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104654/empty,Jetis Manunggal,Jetis,9440000
95,95/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104655/empty,Sri Mukti,Josari,11800000
96,96/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104656/empty,Manunggal,Karanggebang,11800000
97,97/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104657/empty,Kukuh Stiyo Makaryo,Kradenan,8850000
