no,no_bam,situs,poktan,desa,bast
178,636,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105018/empty,Genting Buara I,Buluh Pancur,12390000
179,637,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105019/empty,Wanita Tani,Buluh Pancur,11210000
180,638,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105020/empty,Sepadan,Buluh Pancur,11800000
181,639,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105021/empty,Mbuah Page,Buluh Pancur,10325000
182,640,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105022/empty,Sada Iyoga,Buluh Pancur,10620000
183,641,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105023/empty,Genting Buara,Buluh Pancur,11800000
184,642,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105024/empty,Sada Arih,Buluh Pancur,12390000
185,643,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105026/empty,Ketang Rontih,Buluh Pancur,10325000
186,644,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105027/empty,Jumpa Rejeki,Rambah Tampu,11800000
187,645,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105029/empty,Parik Baru/Arih Ersada,Rambah Tampu,14750000
188,646,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105030/empty,Tambak Linor,Rambah Tampu,14750000
189,647,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105031/empty,Bunga Mawar,Rambah Tampu,15930000
190,648,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105032/empty,Lestari,Rambah Tampu,11210000
191,649,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105033/empty,Sabah Lama,Rambah Tampu,10030000
192,650,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105034/empty,Mbuah Page,Rambah Tampu,10620000
193,651,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105035/empty,Parik Mbelin,Rambah Tampu,7375000
194,652,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105036/empty,Pioner,Rambah Tampu,10325000
195,653,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105037/empty,Mutiara,Kutambelin,10325000
196,654,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105038/empty,Rimo Manis,Kutambelin,9145000
197,655,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105039/empty,Lit Ulih Nggit,Kutambelin,9145000
198,656,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105040/empty,Mekar Tani,Kutambelin,9145000
199,657,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105041/empty,Mbelin Gunana,Kutambelin,9145000
200,658,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105042/empty,Tani jaya,Kutambelin,9145000
201,659,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105043/empty,La Megogo,Kutambelin,9145000
202,660,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105044/empty,Deleng Salit,Durin Rugun,5900000
203,661,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105045/empty,Juma Lepar,Durin Rugun,5900000
204,662,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105046/empty,Batu Rongring,Durin Rugun,5900000
205,663,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105048/empty,Arih Ersada,Durin Rugun,5900000
206,664,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105049/empty,Durin Sirulo,Durin Rugun,5900000
207,665,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105050/empty,Baluren Mbagas,Lau Peradep,5900000
208,666,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105051/empty,Siangkan,Lau Peradep,6490000
209,667,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105052/empty,Mbera Mbuah,Lau Peradep,5900000
210,668,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105054/empty,Arih Ersada,Lau Peradep,6490000
211,669,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105055/empty,Tarigan Sirulo,Lau Baleng,8850000
212,670,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105056/empty,Dalinta Ras,Lau Baleng,10030000
213,671,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105057/empty,Maju Bersama,Lau Baleng,9440000
214,672,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105058/empty,Putra Petani,Lau Baleng,10030000
215,673,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105059/empty,Urok Ipoh I,Lau Baleng,10325000
216,674,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105060/empty,La Megogo,Lau Baleng,10030000
217,675,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105061/empty,Kutarih Simalem,Lau Baleng,10620000
