no,image,situs,poktan,desa,bast,total,tanggal,ongkir
141,599/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104981/empty,Kembar Jaya,Mardingding,5605000,6289000,07-11-2023,684000
142,600/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104982/empty,Harapan Bersama,Mardingding,5605000,6289000,07-11-2023,684000
143,601/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104983/empty,Milala Jaya,Mardingding,5900000,6620000,07-11-2023,720000
144,602/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104984/empty,Bunga Ncole,Mardingding,5605000,6289000,07-11-2023,684000
145,603/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104985/empty,Sibiak Keluarga,Mardingding,5900000,6620000,07-11-2023,720000
146,604/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104986/empty,Saymara,Mardingding,7080000,7944000,07-11-2023,864000
147,605/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104987/empty,Bunda,Mardingding,5015000,5627000,07-11-2023,612000
148,606/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104988/empty,Sejalan,Mardingding,7080000,7944000,07-11-2023,864000
149,607/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104989/empty,Aronta,Mardingding,5310000,5958000,07-11-2023,648000
150,608/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104990/empty,Pakkat,Mardingding,5900000,6620000,07-11-2023,720000
151,609/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104991/empty,Arsani,Mardingding,6195000,6951000,07-11-2023,756000
152,610/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104992/empty,Rukun Siroga,Mardingding,5605000,6289000,07-11-2023,684000
153,611/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104993/empty,Mamre A,Mardingding,7080000,7944000,07-11-2023,864000
154,612/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104994/empty,Subur Tani,Mardingding,7080000,7944000,07-11-2023,864000
155,613/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104995/empty,Page Tambar Lihe,Mardingding,5900000,6620000,07-11-2023,720000
156,614/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104996/empty,Persadanta,Mardingding,6195000,6951000,07-11-2023,756000
157,615/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104997/empty,Galoh Simbelang,Mardingding,5605000,6289000,07-11-2023,684000
158,616/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104998/empty,Sisampaten,Mardingding,5605000,6289000,07-11-2023,684000
159,617/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/104999/empty,Fajar Tani,Mardingding,5900000,6620000,07-11-2023,720000
160,618/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105000/empty,Lanogan,Mardingding,7080000,7944000,07-11-2023,864000
161,619/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105001/empty,Karoja,Mardingding,5900000,6620000,07-11-2023,720000
162,620/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105002/empty,Pengalahen Simalem,Mardingding,5605000,6289000,07-11-2023,684000
163,621/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105003/empty,Hibrida I,Mardingding,5015000,5627000,07-11-2023,612000
164,622/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105004/empty,Swakarya,Rimo Bunga,7375000,8275000,07-11-2023,900000
165,623/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105005/empty,Maju Bersama,Rimo Bunga,7375000,8275000,07-11-2023,900000
166,624/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105006/empty,Lit Gunana,Rimo Bunga,7375000,8275000,07-11-2023,900000
167,625/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105007/empty,Lopiga,Rimo Bunga,7375000,8275000,07-11-2023,900000
168,626/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105008/empty,Martabe,Batu Rongkam,10325000,11585000,07-11-2023,1260000
169,627/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105009/empty,Dos Roha,Batu Rongkam,12980000,14564000,07-11-2023,1584000
170,628/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105010/empty,Page Mulana,Batu Rongkam,13275000,14895000,07-11-2023,1620000
171,629/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105011/empty,Saroha,Batu Rongkam,12980000,14564000,07-11-2023,1584000
172,630/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105012/empty,Martabe II,Batu Rongkam,12390000,13902000,07-11-2023,1512000
173,631/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105013/empty,Bersama Tani,Batu Rongkam,12390000,13902000,07-11-2023,1512000
174,632/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105014/empty,Rim Ni Tahi,Batu Rongkam,11800000,13240000,07-11-2023,1440000
175,633/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105015/empty,Pemuda Pancasila,Buluh Pancur,8850000,9930000,07-11-2023,1080000
176,634/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105016/empty,Erlajar Robah,Buluh Pancur,10325000,11585000,07-11-2023,1260000
177,635/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105017/empty,Mula Ni Holong,Buluh Pancur,11800000,13240000,07-11-2023,1440000
178,636/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105018/empty,Genting Buara I,Buluh Pancur,12390000,13902000,07-11-2023,1512000
179,637/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105019/empty,Wanita Tani,Buluh Pancur,11210000,12578000,07-11-2023,1368000
180,638/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105020/empty,Sepadan,Buluh Pancur,11800000,13240000,07-11-2023,1440000
181,639/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105021/empty,Mbuah Page,Buluh Pancur,10325000,11585000,07-11-2023,1260000
182,640/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105022/empty,Sada Iyoga,Buluh Pancur,10620000,11916000,07-11-2023,1296000
183,641/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105023/empty,Genting Buara,Buluh Pancur,11800000,13240000,07-11-2023,1440000
184,642/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105024/empty,Sada Arih,Buluh Pancur,12390000,13902000,07-11-2023,1512000
185,643/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105026/empty,Ketang Rontih,Buluh Pancur,10325000,11585000,07-11-2023,1260000
186,644/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105027/empty,Jumpa Rejeki,Rambah Tampu,11800000,13240000,07-11-2023,1440000
187,645/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105029/empty,Parik Baru Arih Ersada,Rambah Tampu,14750000,16550000,07-11-2023,1800000
188,646/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105030/empty,Tambak Linor,Rambah Tampu,14750000,16550000,07-11-2023,1800000
189,647/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105031/empty,Bunga Mawar,Rambah Tampu,15930000,17874000,07-11-2023,1944000
190,648/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105032/empty,Lestari,Rambah Tampu,11210000,12578000,07-11-2023,1368000
191,649/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105033/empty,Sabah Lama,Rambah Tampu,10030000,11254000,07-11-2023,1224000
192,650/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105034/empty,Mbuah Page,Rambah Tampu,10620000,11916000,07-11-2023,1296000
193,651/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105035/empty,Parik Mbelin,Rambah Tampu,7375000,8275000,07-11-2023,900000
194,652/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105036/empty,Pioner,Rambah Tampu,10325000,11585000,07-11-2023,1260000
195,653/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105037/empty,Mutiara,Kutambelin,10325000,11585000,07-11-2023,1260000
196,654/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105038/empty,Rimo Manis,Kutambelin,9145000,10261000,07-11-2023,1116000
197,655/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105039/empty,Lit Ulih Nggit,Kutambelin,9145000,10261000,07-11-2023,1116000
198,656/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105040/empty,Mekar Tani,Kutambelin,9145000,10261000,07-11-2023,1116000
199,657/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105041/empty,Mbelin Gunana,Kutambelin,9145000,10261000,07-11-2023,1116000
200,658/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105042/empty,Tani jaya,Kutambelin,9145000,10261000,07-11-2023,1116000
201,659/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105043/empty,La Megogo,Kutambelin,9145000,10261000,07-11-2023,1116000
202,660/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105044/empty,Deleng Salit,Durin Rugun,5900000,6620000,07-11-2023,720000
203,661/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105045/empty,Juma Lepar,Durin Rugun,5900000,6620000,07-11-2023,720000
204,662/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105046/empty,Batu Rongring,Durin Rugun,5900000,6620000,07-11-2023,720000
205,663/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105048/empty,Arih Ersada,Durin Rugun,5900000,6620000,07-11-2023,720000
206,664/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105049/empty,Durin Sirulo,Durin Rugun,5900000,6620000,07-11-2023,720000
207,665/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105050/empty,Baluren Mbagas,Lau Peradep,5900000,6620000,07-11-2023,720000
208,666/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105051/empty,Siangkan,Lau Peradep,6490000,7282000,07-11-2023,792000
209,667/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105052/empty,Mbera Mbuah,Lau Peradep,5900000,6620000,07-11-2023,720000
210,668/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105054/empty,Arih Ersada,Lau Peradep,6490000,7282000,07-11-2023,792000
211,669/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105055/empty,Tarigan Sirulo,Lau Baleng,8850000,9930000,07-11-2023,1080000
212,670/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105056/empty,Dalinta Ras,Lau Baleng,10030000,11254000,07-11-2023,1224000
213,671/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105057/empty,Maju Bersama,Lau Baleng,9440000,10592000,07-11-2023,1152000
214,672/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105058/empty,Putra Petani,Lau Baleng,10030000,11254000,07-11-2023,1224000
215,673/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105059/empty,Urok Ipoh I,Lau Baleng,10325000,11585000,07-11-2023,1260000
216,674/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105060/empty,La Megogo,Lau Baleng,10030000,11254000,07-11-2023,1224000
217,675/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105061/empty,Kutarih Simalem,Lau Baleng,10620000,11916000,07-11-2023,1296000
218,676/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105062/empty,Deleng Mbelteng,Lau Baleng,10325000,11585000,07-11-2023,1260000
219,677/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105063/empty,Lau Melas,Lau Baleng,10030000,11254000,07-11-2023,1224000
220,678/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105064/empty,Bunga,Lau Baleng,10620000,11916000,07-11-2023,1296000
221,679/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105065/empty,Maduma Tani,Lau Baleng,11210000,12578000,07-11-2023,1368000
222,680/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105066/empty,Ukur Meriah,Lau Baleng,10620000,11916000,07-11-2023,1296000
223,681/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105068/empty,Juma Tenggiring,Lau Baleng,10030000,11254000,07-11-2023,1224000
224,682/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105069/empty,Holong Mangalop Holong,Lau Baleng,10325000,11585000,07-11-2023,1260000
225,683/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105070/empty,Sabah Jarulo,Lau Baleng,9440000,10592000,07-11-2023,1152000
226,684/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105071/empty,Lau Pemuluten,Lau Baleng,10030000,11254000,07-11-2023,1224000
227,685/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105072/empty,Parbato,Lau Baleng,9735000,10923000,07-11-2023,1188000
228,686/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105073/empty,Tunas Baru,Lau Baleng,10325000,11585000,07-11-2023,1260000
229,687/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105074/empty,Lau Diher,Lau Baleng,7375000,8275000,07-11-2023,900000
230,688/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105075/empty,Sepakat,Lau Baleng,10030000,11254000,07-11-2023,1224000
231,689/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105077/empty,Horas Martani,Lau Baleng,7670000,8606000,07-11-2023,936000
232,690/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105078/empty,Jarulo,Lau Baleng,8260000,9268000,07-11-2023,1008000
233,691/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105079/empty,Butuh Pupuk,Lau Baleng,7965000,8937000,07-11-2023,972000
234,692/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105080/empty,Sangap Encari,Lau Baleng,7080000,7944000,07-11-2023,864000
235,693/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105081/empty,Sangapta Tani,Lau Baleng,7670000,8606000,07-11-2023,936000
236,694/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105083/empty,Super ACI,Lau Baleng,10030000,11254000,07-11-2023,1224000
237,695/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105085/empty,Maju Tani,Lau Baleng,8850000,9930000,07-11-2023,1080000
238,696/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105086/empty,Uruk Ipoh II,Lau Baleng,7080000,7944000,07-11-2023,864000
239,697/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105087/empty,Legio,Lau Baleng,7375000,8275000,07-11-2023,900000
240,698/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105088/empty,Negeriku,Mbal-Mbal Petarum,7375000,8275000,07-11-2023,900000
241,699/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105089/empty,Merih Unggul,Mbal-Mbal Petarum,7670000,8606000,07-11-2023,936000
242,700/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105090/empty,Deleng Pola,Mbal-Mbal Petarum,7375000,8275000,07-11-2023,900000
243,701/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105091/empty,Gurky,Mbal-Mbal Petarum,8260000,9268000,07-11-2023,1008000
244,702/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105092/empty,Arih Ersada,Mbal-Mbal Petarum,8850000,9930000,07-11-2023,1080000
245,703/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105093/empty,Panggong Lama I,Mbal-Mbal Petarum,9440000,10592000,07-11-2023,1152000
246,704/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105094/empty,Solok,Mbal-Mbal Petarum,9735000,10923000,07-11-2023,1188000
247,705/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105096/empty,Tani Mulia,Mbal-Mbal Petarum,10030000,11254000,07-11-2023,1224000
248,706/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105100/empty,Juma PT,Mbal-Mbal Petarum,9440000,10592000,07-11-2023,1152000
249,707/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105101/empty,Juma Tulan Gajah,Mbal-Mbal Petarum,10620000,11916000,07-11-2023,1296000
250,708/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105102/empty,Gelonggong Simalem I,Mbal-Mbal Petarum,9440000,10592000,07-11-2023,1152000
251,709/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105103/empty,Paya Lah-Lah,Mbal-Mbal Petarum,10620000,11916000,07-11-2023,1296000
252,710/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105104/empty,Panggong Lama,Mbal-Mbal Petarum,11210000,12578000,07-11-2023,1368000
253,711/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105105/empty,Sada Arih,Mbal-Mbal Petarum,10030000,11254000,07-11-2023,1224000
254,712/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105106/empty,Paya Mbelang,Mbal-Mbal Petarum,11210000,12578000,07-11-2023,1368000
255,713/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105107/empty,Liang Gepgep,Mbal-Mbal Petarum,10325000,11585000,07-11-2023,1260000
256,714/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105108/empty,Liang Gajah,Kinangkong,7080000,7944000,07-11-2023,864000
257,715/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105109/empty,Tanjong Bale,Kinangkong,8555000,9599000,07-11-2023,1044000
258,716/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105110/empty,Ujung Pinem,Kinangkong,8555000,9599000,07-11-2023,1044000
259,717/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105111/empty,Tunas Harapan Tani,Kinangkong,9440000,10592000,07-11-2023,1152000
260,718/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105112/empty,Uruk Gendan,Kinangkong,10030000,11254000,07-11-2023,1224000
261,719/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105113/empty,Lau Roga,Kinangkong,8850000,9930000,07-11-2023,1080000
262,720/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105114/empty,Martubung,Kinangkong,7375000,8275000,07-11-2023,900000
263,721/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105115/empty,Bunga Jadi Buah,Kinangkong,7080000,7944000,07-11-2023,864000
264,722/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105116/empty,Kujuma Kurumah,Kinangkong,7080000,7944000,07-11-2023,864000
265,723/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105117/empty,Perjuma Tuhur,Selandi,5900000,6620000,13-11-2023,720000
266,724/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105118/empty,Gung Mbelin,Selandi,5900000,6620000,13-11-2023,720000
267,725/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105119/empty,Pulubalang,Selandi,5900000,6620000,13-11-2023,720000
268,726/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105120/empty,Sabah Perlaba,Selandi,5900000,6620000,13-11-2023,720000
269,727/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105121/empty,Sabah Lau Melas,Selandi,5900000,6620000,13-11-2023,720000
270,728/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105122/empty,Similih Karaben,Selandi,5900000,6620000,13-11-2023,720000
271,729/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105123/empty,Juma Belan,Rimo Kayu,7375000,8275000,13-11-2023,900000
272,730/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105124/empty,Lau Guna,Rimo Kayu,7080000,7944000,13-11-2023,864000
273,731/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105125/empty,Kuta Male,Rimo Kayu,5900000,6620000,13-11-2023,720000
274,732/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105126/empty,Juma Mbergang,Rimo Kayu,7080000,7944000,13-11-2023,864000
275,733/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105127/empty,Inpres,Rimo Kayu,5900000,6620000,13-11-2023,720000
276,734/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105128/empty,Si Sampat-sampaten,Rimo Kayu,6490000,7282000,13-11-2023,792000
277,735/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105130/empty,Belan,Rimo Kayu,7080000,7944000,13-11-2023,864000
278,736/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105131/empty,Ersada Ukur,Payung,6490000,7282000,13-11-2023,792000
279,737/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105132/empty,Lau Meciho,Payung,7080000,7944000,13-11-2023,864000
280,738/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105133/empty,Maju Bersama,Payung,10325000,11585000,13-11-2023,1260000
281,739/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105135/empty,Maju Jaya,Payung,7080000,7944000,13-11-2023,864000
