no,image,situs,poktan,desa,bast,total,tanggal,ongkir
425,883/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105289/empty,Lau Kuta Kenjahe,Nageri,5900000,6620000,08-11-2023,720000
426,884/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105290/empty,Juma Kenjulu II,Nageri,5900000,6620000,08-11-2023,720000
427,885/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105291/empty,Lau Gadin,Parimbalang,7375000,8275000,08-11-2023,900000
428,886/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105292/empty,Gelugur,Parimbalang,7375000,8275000,08-11-2023,900000
429,887/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105293/empty,Kacinambun,Gunung Manumpak,5900000,6620000,08-11-2023,720000
430,888/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105294/empty,Gunung Dekah,Gunung Manumpak,6490000,7282000,08-11-2023,792000
431,889/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105295/empty,Sabah Elok,Gunung Manumpak,7080000,7944000,08-11-2023,864000
432,890/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105296/empty,Ganepo,Gunung Manumpak,7670000,8606000,08-11-2023,936000
433,891/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105297/empty,Juma Gelong I,Kineppen,8850000,9930000,08-11-2023,1080000
434,892/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105298/empty,Juma Gelong Ii,Kineppen,7375000,8275000,08-11-2023,900000
435,893/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105299/empty,Juma Bungke,Kineppen,8850000,9930000,08-11-2023,1080000
436,894/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105300/empty,Suka Lapping,Kineppen,10030000,11254000,08-11-2023,1224000
437,895/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105301/empty,Arih Ersada,Bandar Meriah,8850000,9930000,08-11-2023,1080000
438,896/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105302/empty,Mbincar Bungana,Bandar Meriah,9440000,10592000,08-11-2023,1152000
439,897/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105303/empty,Gotong Royong,Bandar Meriah,10620000,11916000,08-11-2023,1296000
440,898/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105304/empty,Bunga Ncole,Bandar Meriah,11210000,12578000,08-11-2023,1368000
441,899/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105305/empty,Juma Pasar,Bandar Meriah,4425000,4965000,08-11-2023,540000
442,900/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105306/empty,Sageng,Sugihen,6490000,7282000,08-11-2023,792000
443,901/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105307/empty,Jabi Jabi Pulo,Sugihen,6490000,7282000,08-11-2023,792000
444,902/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105308/empty,Sampuren Tani,Sugihen,5900000,6620000,08-11-2023,720000
445,903/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105310/empty,Lau Penggayon,Sugihen,5900000,6620000,08-11-2023,720000
446,904/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105311/empty,Taneh Mate,Sugihen,5900000,6620000,08-11-2023,720000
447,905/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105312/empty,Kerangen Tambak Ii,Sugihen,7375000,8275000,08-11-2023,900000
448,906/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105313/empty,Belinen,Pernantin,8850000,9930000,08-11-2023,1080000
449,907/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105314/empty,Belinun Cemerlang,Pernantin,8850000,9930000,08-11-2023,1080000
450,908/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105315/empty,Tiga Siempat,Pernantin,11800000,13240000,08-11-2023,1440000
451,909/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105316/empty,Kebayaken,Sigenderang,5900000,6620000,08-11-2023,720000
452,910/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105317/empty,Reben Mbelang,Sigenderang,6490000,7282000,08-11-2023,792000
453,911/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105319/empty,Lau Galoh,Sigenderang,5900000,6620000,08-11-2023,720000
454,912/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105320/empty,Rm Murah Rejeki,Sigenderang,6490000,7282000,08-11-2023,792000
455,913/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105321/empty,Kaban Coli,Sigenderang,7375000,8275000,08-11-2023,900000
456,914/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105322/empty,Uruk Terong,Nageri,7375000,8275000,08-11-2023,900000
457,915/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105323/empty,Namo Pulut,Nageri,5900000,6620000,08-11-2023,720000
458,916/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105324/empty,Lau Sandar,Nageri,7080000,7944000,08-11-2023,864000
459,917/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105325/empty,Lau Bungke,Nageri,7670000,8606000,08-11-2023,936000
460,918/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105326/empty,Buah Tubung,Nageri,8850000,9930000,08-11-2023,1080000
461,919/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105327/empty,Tani Jaya,Nageri,8260000,9268000,08-11-2023,1008000
462,920/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105331/empty,Kendit Nangka,Nageri,7375000,8275000,08-11-2023,900000
463,921/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105332/empty,Pator,Kutagugung,5900000,6620000,08-11-2023,720000
464,922/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105333/empty,Juma Rimba,Kutagugung,6490000,7282000,08-11-2023,792000
465,923/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105334/empty,Arih Ersada,Kutagugung,5900000,6620000,08-11-2023,720000
466,924/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105335/empty,Jamanik,Kutagugung,5900000,6620000,08-11-2023,720000
467,925/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105337/empty,Picak-picak,Kutagugung,5900000,6620000,08-11-2023,720000
468,926/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105338/empty,Kersik,Kutagugung,6490000,7282000,08-11-2023,792000
469,927/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105339/empty,Rimo Kayu,Kutagugung,5900000,6620000,08-11-2023,720000
470,928/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105340/empty,Wanita Kreatif,Kutagugung,5900000,6620000,08-11-2023,720000
471,929/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105341/empty,Taneh Mate,Sukababo,5900000,6620000,08-11-2023,720000
472,930/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105342/empty,Paya Montan,Batu Mamak,5900000,6620000,08-11-2023,720000
473,931/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105343/empty,Biak Nampe,Batu Mamak,6490000,7282000,08-11-2023,792000
474,932/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105345/empty,Kenjahe Kasumpat,Batu Mamak,5900000,6620000,08-11-2023,720000
475,933/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105346/empty,Uruk Kenjulu,Batu Mamak,5900000,6620000,08-11-2023,720000
476,934/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105347/empty,Putri Srikandi,Batu Mamak,5900000,6620000,08-11-2023,720000
477,935/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105348/empty,Uruk Gumbelen,Batu Mamak,5900000,6620000,08-11-2023,720000
478,936/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105349/empty,Juma Kenjahe,Jandi,5900000,6620000,08-11-2023,720000
479,937/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105350/empty,Sabah Kenjulu,Jandi,6490000,7282000,08-11-2023,792000
480,938/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105351/empty,Pulu Balang,Jandi,5900000,6620000,08-11-2023,720000
481,939/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105353/empty,Sabah Kendit,Jandi,5900000,6620000,08-11-2023,720000
482,940/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105354/empty,Sabah Gugung,Jandi,5900000,6620000,08-11-2023,720000
483,941/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105356/empty,Sembergo,Juhar Tarigan,4425000,4965000,08-11-2023,540000
484,942/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105357/empty,Paya Ondan,Juhar Perangin-angin,2950000,3310000,08-11-2023,360000
485,943/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105358/empty,Dalu Dalu,Juhar Perangin-angin,5900000,6620000,08-11-2023,720000
486,944/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105359/empty,Galumpang,Juhar Perangin-angin,4425000,4965000,08-11-2023,540000
487,945/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105360/empty,Pancur Liang,Juhar Perangin-angin,5900000,6620000,08-11-2023,720000
488,946/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105362/empty,Ondan,Juhar Perangin-angin,5900000,6620000,08-11-2023,720000
489,947/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105363/empty,Dalu-Dalu Jahe,Juhar Perangin-angin,5900000,6620000,08-11-2023,720000
490,948/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105364/empty,Rambemelas,Gunung Juhar,6490000,7282000,08-11-2023,792000
491,949/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105365/empty,Cucupak,Juhar Ginting,6490000,7282000,08-11-2023,792000
492,950/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105366/empty,Merga Silima,Juhar Ginting,5900000,6620000,08-11-2023,720000
493,951/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105368/empty,Torbis,Juhar Ginting,5900000,6620000,08-11-2023,720000
494,952/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105369/empty,Kenangan,Juhar Ginting,5900000,6620000,08-11-2023,720000
495,953/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105371/empty,Uruk Berteng,Juhar Ginting,2950000,3310000,08-11-2023,360000
496,954/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105372/empty,Arih ersada,Juhar Ginting,2950000,3310000,08-11-2023,360000
497,955/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105373/empty,Cepen,Juhar Ginting,2950000,3310000,08-11-2023,360000
498,956/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105374/empty,Karang Kuda,Juhar Ginting,2950000,3310000,08-11-2023,360000
499,957/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105375/empty,Tanjong,Juhar Ginting Sadanioga,4425000,4965000,08-11-2023,540000
500,958/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105376/empty,Mbuah Page,Juhar Ginting Sadanioga,2950000,3310000,08-11-2023,360000
501,959/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105378/empty,Ondan,Juhar Ginting Sadanioga,5900000,6620000,08-11-2023,720000
502,960/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105380/empty,Gelora Tani,Kutambelin,5900000,6620000,08-11-2023,720000
503,961/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105381/empty,Sejahtera Tani,Kutambelin,5900000,6620000,08-11-2023,720000
504,962/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105382/empty,Tiga Serangkai,Kutambelin,5900000,6620000,08-11-2023,720000
505,963/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105383/empty,Gelora Tani II,Kutambelin,5900000,6620000,08-11-2023,720000
506,964/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105384/empty,Jaya Tani,Kutambelin,6490000,7282000,08-11-2023,792000
507,965/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105386/empty,Bersama,Lau Lingga,8850000,9930000,08-11-2023,1080000
508,966/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105387/empty,Harapan tani,Buluh Pancur,7375000,8275000,08-11-2023,900000
509,967/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105389/empty,Marikena,Lau Kidupen,7670000,8606000,08-11-2023,936000
510,968/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105390/empty,Arih Ersada,Naga,4425000,4965000,08-11-2023,540000
511,969/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105391/empty,Lau Daling,Namosuro,7375000,8275000,08-11-2023,900000
512,970/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105392/empty,Merga Silima,Namosuro,7080000,7944000,08-11-2023,864000
513,971/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105394/empty,Namo Lembu,Pasar Baru,5900000,6620000,08-11-2023,720000
514,972/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105395/empty,Sabah Dekel,Pasar Baru,6490000,7282000,08-11-2023,792000
515,973/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105396/empty,Urar Nijaba,Mbetong,10325000,11585000,08-11-2023,1260000
516,974/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105397/empty,Kendit,Mbetong,5900000,6620000,08-11-2023,720000
517,975/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105398/empty,Lengo Parik Bengkala,Mbetong,5900000,6620000,08-11-2023,720000
518,976/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105400/empty,Tenggiring,Mbetong,5900000,6620000,08-11-2023,720000
519,977/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105401/empty,Engkuang Erduri,Mbetong,5900000,6620000,08-11-2023,720000
520,978/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105403/empty,Kenderan,Mbetong,5900000,6620000,08-11-2023,720000
521,979/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105404/empty,Terneh,Mbetong,7375000,8275000,08-11-2023,900000
522,980/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105405/empty,Pandan Jaya,Mbetong,5900000,6620000,08-11-2023,720000
523,981/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105406/empty,Lau Simalem,Bekilang,4425000,4965000,08-11-2023,540000
524,982/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105407/empty,Kerangen Pinang,Bekilang,4425000,4965000,08-11-2023,540000
525,983/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105409/empty,Bunga Benih,Serdang,4130000,4634000,10-11-2023,504000
526,984/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105410/empty,Juma Julun,Serdang,3540000,3972000,10-11-2023,432000
527,985/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105411/empty,Kembang Tani,Serdang,3540000,3972000,10-11-2023,432000
528,986/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105413/empty,Juma Jahen,Serdang,3540000,3972000,10-11-2023,432000
529,987/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105414/empty,Ersada Arih,Serdang,3540000,3972000,10-11-2023,432000
530,988/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105415/empty,Bunga Sapa,Serdang,3835000,4303000,10-11-2023,468000
531,989/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105416/empty,Bunga Ncole,Serdang,3245000,3641000,10-11-2023,396000
532,990/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105418/empty,Rudang Mayang,Serdang,3245000,3641000,10-11-2023,396000
533,991/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105419/empty,Sabah Tineka,Serdang,3540000,3972000,10-11-2023,432000
534,992/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105420/empty,Sukamaju,Serdang,2950000,3310000,10-11-2023,360000
535,993/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105422/empty,Makmur Sejahtera,Penampen,4130000,4634000,10-11-2023,504000
536,994/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105423/empty,Bunga Mawar,Penampen,3540000,3972000,10-11-2023,432000
537,995/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105425/empty,Cinta Kasih,Penampen,2655000,2979000,10-11-2023,324000
538,996/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105426/empty,Juma Julun,Penampen,4720000,5296000,10-11-2023,576000
539,997/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105427/empty,Bunga Rampai,Penampen,2950000,3310000,10-11-2023,360000
540,998/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105428/empty,Bunga Teratai,Penampen,4720000,5296000,10-11-2023,576000
541,999/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105429/empty,Sekolah Lapang,Penampen,4130000,4634000,10-11-2023,504000
542,1000/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105431/empty,Juma Jahen,Penampen,3835000,4303000,10-11-2023,468000
543,1001/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105432/empty,Sepinggan,Paribun,1475000,1655000,10-11-2023,180000
544,1002/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105433/empty,Juma Barung,Paribun,1475000,1655000,10-11-2023,180000
545,1003/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105434/empty,Juma Bendera,Paribun,1475000,1655000,10-11-2023,180000
546,1004/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105436/empty,Juma Becid,Paribun,1475000,1655000,10-11-2023,180000
547,1005/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105437/empty,Ulih Latih,Persadanta,1475000,1655000,10-11-2023,180000
548,1006/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105439/empty,Juma Sambelang,Persadanta,1475000,1655000,10-11-2023,180000
549,1007/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105440/empty,Bunga Teratai,Persadanta,1475000,1655000,10-11-2023,180000
550,1008/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105441/empty,Bunga Ncole,Persadanta,1475000,1655000,10-11-2023,180000
551,1009/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105442/empty,Bunga Ncole,Talimbaru,5900000,6620000,10-11-2023,720000
552,1010/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105443/empty,Bunga Ester,Talimbaru,5900000,6620000,10-11-2023,720000
553,1011/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105444/empty,Bunga Ros,Talimbaru,5900000,6620000,10-11-2023,720000
554,1012/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105446/empty,Bunga Mawar,Talimbaru,5900000,6620000,10-11-2023,720000
555,1013/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105448/empty,Bunga Dawa,Talimbaru,5900000,6620000,10-11-2023,720000
556,1014/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105449/empty,Bunga Sapa,Talimbaru,5900000,6620000,10-11-2023,720000
557,1015/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105450/empty,Bunga Anggrek,Talimbaru,5900000,6620000,10-11-2023,720000
558,1016/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105451/empty,Bunga Melati,Talimbaru,5900000,6620000,10-11-2023,720000
559,1017/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105452/empty,Bunga Rampe,Talimbaru,5900000,6620000,10-11-2023,720000
560,1018/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105453/empty,Bunga Sedap Malam,Talimbaru,5900000,6620000,10-11-2023,720000
561,1019/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105454/empty,Bunga Matahari,Talimbaru,5900000,6620000,10-11-2023,720000
562,1020/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105455/empty,Bersama,Sinaman,3540000,3972000,10-11-2023,432000
563,1021/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105456/empty,Juma Gerat,Sinaman,4425000,4965000,10-11-2023,540000
564,1022/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105457/empty,Sukses Merga Silima,Sinaman,2950000,3310000,10-11-2023,360000
565,1023/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105460/empty,Agro Aronta,Sinaman,6490000,7282000,10-11-2023,792000
566,1024/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105461/empty,Berdikari,Sinaman,8850000,9930000,10-11-2023,1080000
567,1025/BAM-P/PSP/BAST-KARO/16/X/23,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/105462/empty,Usur-Usur,Sinaman,8850000,9930000,10-11-2023,1080000
