no,nomor,situs,poktan,desa
101,101/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/50843/spasial/create,Gema Tani,Maskuning Wetan
102,102/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/50844/spasial/create,Setia Kawan,Suko Kerto
103,103/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/50845/spasial/create,Tani Makmur Jaya,Randu Cangkring
104,104/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/50846/spasial/create,Sulek Raya,Sulek
105,105/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/50847/spasial/create,Setia Jaya,Sukodono
