no,no_bam,situs,poktan,desa
72,72/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75138/empty,Ubuo Ulak,Sungai Tonang
73,73/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75139/empty,Sederhana,Muara Jalai
74,74/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75140/empty,Babussalam,Pulau Tinggi
75,75/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75141/empty,Bonca Layiong,Pulau Tinggi
76,76/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75142/empty,Selamat,Pulau Tinggi
77,77/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75143/empty,Ikhsan,Pulau Tinggi
78,78/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75144/empty,Menanti Berkah,Pulau Tinggi
79,79/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75145/empty,Bina Tani,Pulau Tinggi
80,80/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75146/empty,Bonca Rizki,Koto Tibun
81,81/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75147/empty,Bonca Jopang II,Koto Tibun
82,82/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75148/empty,Rimbo Cambai,Koto Tibun
83,83/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75149/empty,Bonca Jopang,Padang Mutung
84,84/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75150/empty,Simbat Jaya,Rumbio
85,85/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75151/empty,Padang Danau,Rumbio
86,86/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75152/empty,Setia,Pulau Sarak
87,87/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75153/empty,Saiyo,Pulau Sarak
88,88/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75154/empty,Poncan,Penyasawan
89,89/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75155/empty,Sialang Timur,Penyasawan
90,90/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75156/empty,Pontianak Tinggi,Penyasawan
91,91/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/75157/empty,Bina Rezeki,Penyasawan
