no,no_bam,situs,poktan,desa
134,134/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/104974/empty,Panggong Budan,Mardingding
135,135/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/104975/empty,Lau Tualang Simalem,Mardingding
136,136/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/104976/empty,Ajar Bancina,Mardingding
137,137/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/104977/empty,Sini Suka,Mardingding
138,138/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/104978/empty,Batu Mamak,Mardingding
139,139/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/104979/empty,Suka Bersama,Mardingding
140,140/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/104980/empty,Sada Nioga,Mardingding
141,141/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/104981/empty,Kembar Jaya,Mardingding
142,142/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/104982/empty,Harapan Bersama,Mardingding
143,143/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/104983/empty,Milala Jaya,Mardingding
144,144/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/104984/empty,Bunga Ncole,Mardingding
145,145/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/104985/empty,Sibiak Keluarga,Mardingding
146,146/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/104986/empty,Saymara,Mardingding
147,147/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/104987/empty,Bunda,Mardingding
148,148/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/104988/empty,Sejalan,Mardingding
149,149/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/104989/empty,Aronta,Mardingding
150,150/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/104990/empty,Pakkat,Mardingding
151,151/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/104991/empty,Arsani,Mardingding
152,152/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/104992/empty,Rukun Siroga,Mardingding
153,153/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/104993/empty,Mamre A,Mardingding
154,154/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/104994/empty,Subur Tani,Mardingding
155,155/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/104995/empty,Page Tambar Lihe,Mardingding
156,156/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/104996/empty,Persadanta,Mardingding
157,157/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/104997/empty,Galoh Simbelang,Mardingding
158,158/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/104998/empty,Sisampaten,Mardingding
159,159/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/104999/empty,Fajar Tani,Mardingding
160,160/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/105000/empty,Lanogan,Mardingding
161,161/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/105001/empty,Karoja,Mardingding
162,162/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/105002/empty,Pengalahen Simalem,Mardingding
163,163/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/105003/empty,Hibrida I,Mardingding
164,164/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/105004/empty,Swakarya,Rimo Bunga
165,165/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/105005/empty,Maju Bersama,Rimo Bunga
166,166/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/105006/empty,Lit Gunana,Rimo Bunga
167,167/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/105007/empty,Lopiga,Rimo Bunga
168,168/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/105008/empty,Martabe,Batu Rongkam
169,169/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/105009/empty,Dos Roha,Batu Rongkam
170,170/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/105010/empty,Page Mulana,Batu Rongkam
171,171/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/105011/empty,Saroha,Batu Rongkam
172,172/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/105012/empty,Martabe II,Batu Rongkam
173,173/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/105013/empty,Bersama Tani,Batu Rongkam
174,174/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/105014/empty,Rim Ni Tahi,Batu Rongkam
175,175/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/105015/empty,Pemuda Pancasila,Buluh Pancur
176,176/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/105016/empty,Erlajar Robah,Buluh Pancur
177,177/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/105017/empty,Mula Ni Holong,Buluh Pancur
178,178/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/105018/empty,Genting Buara I,Buluh Pancur
179,179/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/105019/empty,Wanita Tani,Buluh Pancur
180,180/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/105020/empty,Sepadan,Buluh Pancur
181,181/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/105021/empty,Mbuah Page,Buluh Pancur
182,182/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/105022/empty,Sada Iyoga,Buluh Pancur
183,183/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/105023/empty,Genting Buara,Buluh Pancur
184,184/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/105024/empty,Sada Arih,Buluh Pancur
185,185/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/105026/empty,Ketang Rontih,Buluh Pancur
186,186/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/105027/empty,Jumpa Rejeki,Rambah Tampu
187,187/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/105029/empty,Parik Baru/Arih Ersada,Rambah Tampu
188,188/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/105030/empty,Tambak Linor,Rambah Tampu
189,189/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/105031/empty,Bunga Mawar,Rambah Tampu
190,190/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/105032/empty,Lestari,Rambah Tampu
191,191/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/105033/empty,Sabah Lama,Rambah Tampu
192,192/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/105034/empty,Mbuah Page,Rambah Tampu
193,193/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/105035/empty,Parik Mbelin,Rambah Tampu
194,194/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/105036/empty,Pioner,Rambah Tampu
195,195/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/105037/empty,Mutiara,Kutambelin
196,196/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/105038/empty,Rimo Manis,Kutambelin
197,197/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/105039/empty,Lit Ulih Nggit,Kutambelin
198,198/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/105040/empty,Mekar Tani,Kutambelin
199,199/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/105041/empty,Mbelin Gunana,Kutambelin
200,200/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/105042/empty,Tani jaya,Kutambelin
201,201/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/105043/empty,La Megogo,Kutambelin
202,202/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/105044/empty,Deleng Salit,Durin Rugun
203,203/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/105045/empty,Juma Lepar,Durin Rugun
204,204/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/105046/empty,Batu Rongring,Durin Rugun
205,205/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/105048/empty,Arih Ersada,Durin Rugun
206,206/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/105049/empty,Durin Sirulo,Durin Rugun
207,207/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/105050/empty,Baluren Mbagas,Lau Peradep
208,208/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/105051/empty,Siangkan,Lau Peradep
209,209/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/105052/empty,Mbera Mbuah,Lau Peradep
210,210/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/105054/empty,Arih Ersada,Lau Peradep
