no,no_bam,situs,poktan,desa
202,202/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/92060/empty,Tani Makmur,Iser
203,203/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/92061/empty,Tunas Tani,Iser
204,204/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/92062/empty,Sri Bekti,Loning
205,205/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/92063/empty,Tani Makmur,Loning
206,206/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/92064/empty,Tunas Mulya,Kalirandu
207,207/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/92065/empty,Sri Bekti,Tegalmlati
208,208/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/92066/empty,Sri Berkah I,Tegalmlati
209,209/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/92067/empty,Sri Berkah II,Tegalmlati
210,210/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/92068/empty,Sri Mulyo,Tegalmlati
211,211/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/92069/empty,Tani Makmur,Kendaldoyong
212,212/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/92070/empty,Ikhtiar Jaya,Kendaldoyong
213,213/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/92071/empty,Sri Makmur,Petanjungan
214,214/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/92072/empty,Sri Mulyo,Petanjungan
215,215/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/92073/empty,Sri Rejeki,Petanjungan
216,216/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/92074/empty,Tani Maju I,Klareyan
217,217/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/92075/empty,Sri Kandi,Klareyan
218,218/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/92076/empty,Shinta I,Klareyan
219,219/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/92077/empty,Shinta II,Klareyan
220,220/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/92078/empty,Sri Unggul,Klareyan
221,221/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/92079/empty,Tani Maju II,Klareyan
222,222/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/92080/empty,Tani Mukti,Klareyan
223,223/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/92081/empty,Sumber Makmur,Bulu
224,224/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/92082/empty,Sido Makmur,Bulu
225,225/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/92083/empty,Sami Makmur,Bulu
226,226/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/92084/empty,Karya Bhakti,Pegundan
227,227/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/92085/empty,Karya Mulya,Pegundan
228,228/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/92086/empty,Loh Jinawi,Pegundan
229,229/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/92087/empty,Tani Jaya,Pegundan
230,230/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/92088/empty,Gotong Royong,Pesucen
231,231/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/92089/empty,Sumber Makmur,Pesucen
232,232/bam/poligon,https://mpo.psp.pertanian.go.id/v.5/pelaporan/92090/empty,Harapan Jaya,Pesucen
