no,no_bam,situs,poktan,desa
51,51/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80346/empty,Mongsia,Rantebua Sanggalangi'
52,52/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80347/empty,Buntu Barana,Rantebua Sanggalangi'
53,53/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80348/empty,Buntu Panglulukan,Rantebua
54,54/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80349/empty,KWT. Mawar,Rantebua
55,55/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80350/empty,Panglulukan,Rantebua
56,56/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80351/empty,To' Sa'pang,Rantebua
57,57/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80352/empty,Sikamalik Pelendongan,Rantebua
58,58/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80353/empty,Garuang,Rantebua
59,59/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80354/empty,KWT. Rante Rondo,Rantebua Sumalu
60,60/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80355/empty,Rondo,Rantebua Sumalu
61,61/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80356/empty,Rante Sibangun,Rantebua Sumalu
62,62/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80357/empty,Karangan,Rantebua Sumalu
63,63/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80358/empty,Batu Rampun,Rantebua Sumalu
64,64/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80359/empty,Sikamali Pelendongan,Rantebua Sumalu
65,65/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80360/empty,Sa'ku,Rantebua Sumalu
66,66/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80361/empty,Kanan,Buangin
67,67/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80362/empty,Sikaelo,Buangin
68,68/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80363/empty,Massayo,Buangin
69,69/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80364/empty,Pemanikan,Limbong
70,70/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80365/empty,Sako Tani,Limbong
71,71/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80366/empty,Singki' Ba'lele,Mentirotiku
72,72/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80367/empty,Karappe Sumillan,Mentirotiku
73,73/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80368/empty,Malambe,Nanggala Sanpiak Salu
74,74/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80369/empty,Papa Kayu Sikamali',Nanggala Sanpiak Salu
75,75/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80370/empty,Bulan,Nanggala Sanpiak Salu
76,76/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80371/empty,Wai Mangilli,Nanggala
77,77/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80372/empty,P3A Nanggala,Nanggala
78,78/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80373/empty,Ba'balang,Lili'kira'
79,79/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80374/empty,Sibukuan,Lili'kira'
80,80/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80375/empty,Parapean Babalang,Lili'kira'
81,81/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80376/empty,Antaga,Lili'kira'
82,82/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/80377/empty,Banne Malapu',Basokan
