no,no_bam,situs,poktan,desa,bast
202,202/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/88803/empty,Pelita,Sipange Godang,4425000
203,203/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/88804/empty,Sumber Maju,Sipange Godang,4425000
204,204/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/88805/empty,Gemilang Tani,Janji Mauli Baringin,5900000
205,205/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/88806/empty,Sempurna,Janji Mauli Baringin,2950000
206,206/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/88808/empty,Mandiri,Sipange Siunjam,4425000
207,207/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/88810/empty,Makmur,Sipange Siunjam,2950000
208,208/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/88812/empty,Harapan,Sipange Siunjam,2950000
209,209/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/88813/empty,Saba Holbung,Sipange Siunjam,2950000
210,210/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/88814/empty,Mulia Jaya,Sipange Siunjam,2950000
211,211/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/88815/empty,Satahi,Sipange Siunjam,2950000
212,212/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/88816/empty,Durian,Sipange Siunjam,2950000
213,213/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/88817/empty,Sepakat,Sayur Matinggi,4425000
214,214/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/88818/empty,Paya Goti,Sayur Matinggi,2950000
215,215/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/88819/empty,Tapalan,Sayur Matinggi,2950000
216,216/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/88821/empty,Petani Maju,Sayur Matinggi,2950000
217,217/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/88822/empty,Saroha,Sayur Matinggi,2950000
218,218/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/88824/empty,Raptama,Sayur Matinggi,4425000
219,219/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/88825/empty,Saroha,Aek Libung,2950000
220,220/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/88826/empty,Padang Kasior,Aek Libung,2950000
221,221/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/88827/empty,Bersaudara,Tolang Julu,2950000
222,222/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/88828/empty,Harapan Jaya,Tolang Julu,2950000
223,223/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/88830/empty,Kwt Sejahtera,Tolang Julu,2950000
224,224/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/88831/empty,Aman Damai,Lumban Huayan,5900000
225,225/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/88833/empty,Serumpun,Lumban Huayan,5900000
226,226/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/88834/empty,Satahi,Lumban Huayan,5900000
227,227/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/88836/empty,Saihot,Lumban Huayan,5900000
228,228/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/88838/empty,Kwt Bersatu,Lumban Huayan,5900000
229,229/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/88840/empty,Suka Maju,Silaiya,2950000
230,230/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/88841/empty,Idoarta,Aek Uncim,7375000
231,231/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/88842/empty,Unang Mopop,Aek Uncim,5900000
232,232/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/88843/empty,Usaha Sejahtera,Aek Uncim,4425000
233,233/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/88844/empty,Kwt Mawar Indah,Panindoan,4425000
234,234/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/88846/empty,Kwt Melati Mekar,Panindoan,5900000
235,235/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/88847/empty,Subur Tani,Panindoan,6490000
236,236/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/88848/empty,Sekata II,Panindoan,4425000
237,237/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/88850/empty,Sekata,Panindoan,7375000
238,238/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/88851/empty,Tani Jaya,Panindoan,5900000
239,239/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/88852/empty,Sepakat,Aek Parupuk,5900000
240,240/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/88854/empty,Kwt Gloria,Aek Parupuk,5900000
241,241/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/88855/empty,Subur,Aek Parupuk,5900000
242,242/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/88856/empty,Kwt Saroha,Aek Parupuk,7375000
243,243/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/88858/empty,Kwt Melati,Aek Parupuk,5900000
244,244/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/88859/empty,Kamboja,Aek Parupuk,5900000
245,245/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/88860/empty,Kwt Mandiri,Tanjung Medan,7375000
246,246/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/88862/empty,Maju Tani,Tanjung Medan,5900000
247,247/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/88863/empty,Dos Roha,Tanjung Medan,5900000
248,248/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/88864/empty,Sejalan,Tanjung Medan,4425000
249,249/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/88865/empty,Berdikari,Tanjung Medan,4425000
250,250/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/88867/empty,Maju,Tanjung Medan,5900000
251,251/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/88869/empty,Kwt Serasi,Aek Kahombu,5900000
252,252/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/88871/empty,Mutiara,Aek Kahombu,4425000
253,253/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/88872/empty,Kwt Paradise,Aek Kahombu,4425000
254,254/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/88873/empty,Karya Serasi,Aek Kahombu,4425000
255,255/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/88875/empty,Kasih Annisah,Aek Kahombu,4425000
256,256/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/88876/empty,Martabe,Batu Horpak,4425000
257,257/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/88877/empty,Kwt Dainang,Batu Horpak,6195000
258,258/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/88878/empty,Kwt Anggrek,Batu Horpak,4425000
259,259/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/88880/empty,Kwt Lestari,Batu Horpak,4425000
260,260/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/88881/empty,Kwt Annisa,Situmba,4425000
261,261/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/88882/empty,Sepakat Baru,Situmba,4425000
262,262/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/88883/empty,Setulus,Situmba,4425000
263,263/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/88885/empty,Kwt Serasi,Situmba,4425000
264,264/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/88886/empty,Maju Bersatu,Situmba,7375000
265,265/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/88887/empty,Dalihan Natolu,Situmba,4425000
266,266/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/88889/empty,Nauli,Situmba,4425000
267,267/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/88891/empty,Kompak,Situmba,4425000
268,268/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89225/empty,Nauli II,Situmba,4425000
269,269/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89226/empty,Kwt Sahabat,Panabari Hutatonga,4425000
270,270/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89227/empty,Setia Jaya,Panabari Hutatonga,4425000
271,271/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89228/empty,Raprim,Panabari Hutatonga,4425000
272,272/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89229/empty,Letare,Panabari Hutatonga,4425000
273,273/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89230/empty,Harapan,Panabari Hutatonga,4425000
274,274/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89232/empty,Sygenta,Panabari Hutatonga,5900000
275,275/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89233/empty,Rapra,Panabari Hutatonga,4425000
276,276/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89234/empty,Marsiurupan,Panabari Hutatonga,4425000
277,277/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89235/empty,Sehati,Panabari Hutatonga,4425000
278,278/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89237/empty,Kwt Kasih Ibu,Huta Raja,4425000
279,279/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89238/empty,Anugrah,Huta Raja,4425000
280,280/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89239/empty,Anggian Maduma,Huta Raja,4425000
281,281/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89240/empty,Diori Marsada,Lumban Jabi-jabi,4425000
282,282/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89241/empty,Kwt Bina Karya,Lumban Jabi-jabi,4425000
283,283/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89242/empty,Saihot,Lumban Jabi-jabi,4425000
284,284/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89244/empty,Ibu Anggrek Biru,Lumban Jabi-jabi,5900000
285,285/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89245/empty,Partahian Nauli,Lumban Ratus,4425000
286,286/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89246/empty,Sinar Tani,Lumban Ratus,4425000
287,287/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89247/empty,Dos Ni Roha,Lumban Ratus,4425000
288,288/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89248/empty,Mauli Ate,Lumban Ratus,4425000
289,289/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89249/empty,Suci,Ingul Jae,4425000
290,290/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89251/empty,Sehati,Ingul Jae,4425000
291,291/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89252/empty,Sahabat,Ingul Jae,4425000
292,292/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89253/empty,Berkah,Ingul Jae,4425000
293,293/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89254/empty,Wirid Yasin,Ingul Jae,4425000
294,294/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89255/empty,Sauduran I,Sisoma,4425000
295,295/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89257/empty,Usaha Tani,Sisoma,4425000
296,296/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89258/empty,Muara Nauli,Sisoma,5900000
297,297/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89259/empty,Mawar,Sisoma,4425000
298,298/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89260/empty,Sejahtera,Sisoma,6490000
299,299/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89261/empty,Terbuka,Harean,4425000
300,300/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89262/empty,Mulia,Harean,4425000
301,301/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89264/empty,Harapan,Harean,5900000
302,302/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89265/empty,Mentari,Harean,4425000
303,303/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89266/empty,Kwt Melati,Kota Tua,4425000
304,304/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89267/empty,Murni II,Kota Tua,4425000
305,305/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89268/empty,Murni I,Kota Tua,4425000
306,306/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89270/empty,Kwt Inang Perkasa,Simaninggir Tano Tombangan,4425000
307,307/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89271/empty,Sumber Rejeki,Simaninggir Tano Tombangan,4425000
308,308/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89272/empty,Tunas Baru,Batu Horpak,5900000
309,309/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89273/empty,Saroha 2,Batu Horpak,4425000
310,310/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89274/empty,Indah Sejahtera,Aek Uncim,4425000
311,311/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89275/empty,Sahabat,Aek Uncim,7080000
312,312/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89276/empty,Mekar Tani,Aek Uncim,4425000
313,313/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89278/empty,Marsada,Purba Tua,4425000
314,314/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89279/empty,Satahi,Purba Tua,6490000
315,315/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89280/empty,Kwt Saroha,Purba Tua,4425000
316,316/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89281/empty,Ingin Maju,Batu Horpak,4425000
317,317/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89282/empty,Maju Jaya,Simarpinggan,2950000
318,318/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89283/empty,Batang Salay,Simarpinggan,4425000
319,319/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89284/empty,Sinar Makmur,Simarpinggan,2950000
320,320/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89285/empty,Satahi Lombang,Siamporik Lombang,5900000
321,321/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89286/empty,Satahi Dolok,Siamporik Dolok,5900000
322,322/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89287/empty,Makmur,Situmbaga,5900000
323,323/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89288/empty,Mardomu Roha,Sinyior,7375000
324,324/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89289/empty,Makmur Jaya,Sinyior,7375000
325,325/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89290/empty,Raptana,Sibong-bong,7375000
326,326/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89291/empty,Roprini,Sibong-bong,7375000
327,327/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89292/empty,Mekarsari,Sibong-bong,7375000
328,328/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89293/empty,Bertani,Sihuik-huik,5900000
329,329/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89294/empty,Karya Sejahtera,Sihuik-huik,5900000
330,330/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89295/empty,Andalan,Sihuik-huik,4425000
331,331/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89296/empty,Saroha,Sihuik-huik,4425000
332,332/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89297/empty,Bahagia I,Sihopur,7375000
333,333/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89298/empty,Saroha,Tapian Nauli,7375000
334,334/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89299/empty,Segar,Tapian Nauli,7375000
335,335/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89300/empty,Sinar Mulia,Pardomuan,7375000
336,336/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89301/empty,Siondop Nauli,Pardomuan,7375000
337,337/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89302/empty,Siondop Lestari,Pardomuan,7375000
338,338/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89303/empty,Saroha Simaronop,Pardomuan,7375000
339,339/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89304/empty,Sikompak,Pardomuan,7375000
340,340/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89305/empty,Sarasi,Pardomuan,7375000
341,341/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89306/empty,Karya Serasi,Pardomuan,5900000
342,342/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89307/empty,Ikrar Bersma,Pardomuan,5900000
343,343/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89308/empty,Paraupan,Pardomuan,5900000
344,344/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89309/empty,Sempurna Makmur,Pardomuan,5900000
345,345/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89310/empty,Berdikari,Pardomuan,5900000
346,346/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89311/empty,Persaudaraan,Gunung Baringin,2950000
347,347/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89312/empty,Sialang Pardomuan,Gunung Baringin,2950000
348,348/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89313/empty,Bina Sejahtera,Gunung Baringin,2950000
349,349/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89314/empty,Putra Tani,Panobasan Lombang,3540000
350,350/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89315/empty,Putra Tani II,Panobasan Lombang,2950000
351,351/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89316/empty,Setia Usaha,Panobasan Lombang,3245000
352,352/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89317/empty,Sikompak,Panobasan Lombang,2950000
353,353/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89318/empty,Idios,Lembah Lubuk Raya,4425000
354,354/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89319/empty,Mawar,Lembah Lubuk Raya,4425000
355,355/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89320/empty,Marsada,Lembah Lubuk Raya,3540000
356,356/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89321/empty,Martabe,Simatorkis Sisoma,3245000
357,357/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89322/empty,Rap Olo,Simatorkis Sisoma,2950000
358,358/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89323/empty,Sepakat,Simatorkis Sisoma,4425000
359,359/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89324/empty,Bargot,Simatorkis Sisoma,4425000
360,360/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89325/empty,Tunas Baru,Simatorkis Sisoma,4720000
361,361/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89326/empty,Saroha,Sitinjak,4425000
362,362/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89327/empty,Serasi Terpadu,Sitinjak,2950000
363,363/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89328/empty,Tano Ponggol,Sitinjak,2950000
364,364/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89329/empty,Sepakat,Sitinjak,2950000
365,365/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89330/empty,Rap Ra,Sitinjak,2065000
366,366/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89331/empty,Berkah,Sitinjak,2065000
367,367/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89332/empty,Marsada,Sitinjak,2655000
368,368/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89333/empty,Berkah II,Sitinjak,2065000
369,369/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89334/empty,Satu Hati,Sibangkua,1770000
370,370/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89335/empty,Saroha,Sibangkua,2360000
371,371/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89336/empty,Danlatex,Sibangkua,2360000
372,372/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89337/empty,Bina Desa,Sibangkua,2950000
373,373/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89338/empty,Tunas Baru,Sibangkua,2950000
374,374/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89339/empty,Bougenville,Sibangkua,2950000
375,375/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89340/empty,Salak Berduri,Sigumuru,2065000
376,376/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89341/empty,Martunas,Aek Nabara,6195000
377,377/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89342/empty,Saba Lombang Indah,Sisundung,2950000
378,378/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89343/empty,Sikompak,Sisundung,2950000
379,379/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89344/empty,Satahi Saoloan,Sisundung,2950000
380,380/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89345/empty,Dalihan Natolu,Panobasan,4425000
381,381/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89346/empty,Melati,Panobasan,2950000
382,382/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89347/empty,Lestari,Panobasan,5900000
383,383/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89348/empty,Saroha,Siuhom,2950000
384,384/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89349/empty,Sepakat,Siuhom,2950000
385,385/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89350/empty,Pas,Parsalakan,1770000
386,386/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89351/empty,Sanggarudang,Lobu Layan Sigordang,5900000
387,387/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89352/empty,Sejati,Lobu Layan Sigordang,5015000
388,388/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89353/empty,Bunga Sanggarudang,Lobu Layan Sigordang,5310000
389,389/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89354/empty,Serasi,Lobu Layan Sigordang,9145000
390,390/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89355/empty,Lubuk Raya,Sitaratoit,2360000
391,391/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89356/empty,Suka Maju,Sitaratoit,2360000
392,392/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89357/empty,Gudang Sejahtera,Sitaratoit,1475000
393,393/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89358/empty,Milik Kita,Sitaratoit,2360000
394,394/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89359/empty,Mardomu Roha,Sialogo,2950000
395,395/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89360/empty,Bunga Padi,Sialogo,2360000
396,396/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89361/empty,Tunas Harapan,Sianggunan,5900000
397,397/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89362/empty,Bersatu,Sianggunan,4425000
398,398/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89363/empty,Saoloan,Padang Lancat,7375000
399,399/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89364/empty,Ilham,Padang Lancat,4425000
400,400/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89365/empty,Amanah,Padang Lancat,4425000
401,401/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89366/empty,Anugrah,Padang Lancat,5900000
402,402/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89367/empty,Sialang,Sisipa,4425000
403,403/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89368/empty,Siloung,Sisipa,4425000
404,404/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89369/empty,Suka Tani,Sisipa,4425000
405,405/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89370/empty,Satahi,Huta Baru,4425000
406,406/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89371/empty,Sepakat,Huta Baru,4425000
407,407/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89372/empty,Kwt Cempaka,Sipenggeng,4425000
408,408/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89373/empty,Maju Terus,Sipenggeng,4425000
409,409/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89374/empty,Maju Bersama,Sipenggeng,4425000
410,410/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89375/empty,Bunga Kembang,Huta Baru,4425000
411,411/bam/poligon,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/89376/empty,Permata Hujau,Sipenggeng,4425000
