no,No,situs,poktan,desa,bast,bast_file,total
402,1870,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81293/empty,Tani Makmur,Mekar Jaya,27730000,1870,31114000
403,1871,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81294/empty,Tenaga Baru,Mekar Jaya,32450000,1871,36410000
404,1872,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81296/empty,Tunas Harapan,Mekar Jaya,23600000,1872,26480000
405,1873,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81297/empty,Tunas Muda,Mekar Jaya,32450000,1873,36410000
406,1874,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81298/empty,Harapan Jaya,Jalur Mulya,20650000,1874,23170000
407,1875,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81300/empty,Harapan Maju,Jalur Mulya,7965000,1875,8937000
408,1876,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81301/empty,Karya Makmur,Jalur Mulya,30090000,1876,33762000
409,1877,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81302/empty,Karya Mukti,Jalur Mulya,17110000,1877,19198000
410,1878,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81303/empty,Karya Subur,Jalur Mulya,21240000,1878,23832000
411,1879,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81304/empty,Karya Tani A,Jalur Mulya,14160000,1879,15888000
412,1880,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81305/empty,Karya Tani B,Jalur Mulya,16225000,1880,18205000
413,1881,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81307/empty,Mekar Tani A,Jalur Mulya,15045000,1881,16881000
414,1882,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81308/empty,Mekar Tani B,Jalur Mulya,18880000,1882,21184000
415,1883,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81309/empty,Mekar Tani C,Jalur Mulya,17110000,1883,19198000
416,1884,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81310/empty,Setia Sakti,Jalur Mulya,11210000,1884,12578000
417,1885,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81311/empty,Sinar Jaya,Jalur Mulya,27287500,1885,30617500
418,1886,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81312/empty,Sri Rahayu,Jalur Mulya,14750000,1886,16550000
419,1887,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81313/empty,Sri Rejeki,Jalur Mulya,14750000,1887,16550000
420,1888,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81314/empty,Subur Bakti,Jalur Mulya,14160000,1888,15888000
421,1889,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81315/empty,Sumber Harapan,Jalur Mulya,13570000,1889,15226000
422,1890,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81316/empty,Agung Jaya,Beringin Agung,19175000,1890,21515000
423,1891,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81317/empty,Fajar Jaya,Beringin Agung,18290000,1891,20522000
424,1892,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81318/empty,Harapan Jaya,Beringin Agung,14750000,1892,16550000
425,1893,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81319/empty,Makaryo Mukti,Beringin Agung,18880000,1893,21184000
426,1894,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81320/empty,Margo Rukun,Beringin Agung,18880000,1894,21184000
427,1895,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81321/empty,Margo Utomo,Beringin Agung,5900000,1895,6620000
428,1896,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81322/empty,Mekar Jaya,Beringin Agung,7080000,1896,7944000
429,1897,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81323/empty,Mulyo Dadi,Beringin Agung,7080000,1897,7944000
430,1898,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81324/empty,Rukun Santoso,Beringin Agung,6490000,1898,7282000
431,1899,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81325/empty,Sri Rejeki,Beringin Agung,8260000,1899,9268000
432,1900,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81326/empty,Sumber Makmur,Beringin Agung,14160000,1900,15888000
433,1901,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81327/empty,Sumber Tani,Beringin Agung,18880000,1901,21184000
434,1902,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81328/empty,Tani Maju,Beringin Agung,10620000,1902,11916000
435,1903,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81329/empty,Tani Mulyo,Beringin Agung,15930000,1903,17874000
436,1904,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81330/empty,Margo Rukun,Tirta Mulya,7080000,1904,7944000
437,1905,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81331/empty,Rukun Usaha,Tirta Mulya,6490000,1905,7282000
438,1906,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81332/empty,Sri Handayani,Tirta Mulya,5310000,1906,5958000
439,1907,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81333/empty,Tirta Kencana,Tirta Mulya,4720000,1907,5296000
440,1908,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81334/empty,Sri Munggul,Tirta Mulya,4720000,1908,5296000
441,1909,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81335/empty,Ranca Karya,Telang Makmur,11800000,1909,13240000
442,1910,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81336/empty,Sederhana,Telang Makmur,11800000,1910,13240000
443,1911,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81337/empty,Sri Mulih,Telang Makmur,8850000,1911,9930000
444,1912,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81338/empty,Swakarsa,Telang Makmur,8850000,1912,9930000
445,1913,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81339/empty,Suko Madyo,Telang Makmur,10325000,1913,11585000
446,1914,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81340/empty,Rukun Makmur,Telang Makmur,11800000,1914,13240000
447,1915,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81341/empty,Sumber Waras,Telang Makmur,7375000,1915,8275000
448,1916,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81342/empty,Ayem,Telang Makmur,7375000,1916,8275000
449,1917,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81343/empty,Mulya Tani,Telang Makmur,14750000,1917,16550000
450,1918,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81344/empty,Sumber Harapan,Telang Makmur,14455000,1918,16219000
451,1919,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81345/empty,Margo Rahayu,Telang Makmur,14455000,1919,16219000
452,1920,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81346/empty,Budi Martani,Telang Makmur,14455000,1920,16219000
453,1921,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81347/empty,Muji Rahayu,Telang Makmur,17700000,1921,19860000
454,1922,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81348/empty,Mukti Sari,Telang Makmur,17700000,1922,19860000
455,1923,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81349/empty,Maju Jaya,Telang Makmur,21830000,1923,24494000
456,1924,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81350/empty,Krido Martani,Telang Makmur,17700000,1924,19860000
457,1925,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81351/empty,Sido Mulyo,Telang Makmur,23600000,1925,26480000
458,1926,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81352/empty,Ar Rohmah,Telang Makmur,17700000,1926,19860000
459,1927,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81353/empty,Tani Makmuir Jaya,Upang Ceria,11800000,1927,13240000
460,1928,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81354/empty,Usaha Bersama,Upang Ceria,11800000,1928,13240000
461,1929,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81355/empty,Tiga Dara,Upang Ceria,5900000,1929,6620000
462,1930,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81356/empty,Tani Maju,Upang Ceria,7375000,1930,8275000
463,1931,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81357/empty,Tani Jaya,Upang Ceria,14750000,1931,16550000
464,1932,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81358/empty,Tani Harapan,Upang Ceria,4425000,1932,4965000
465,1933,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81359/empty,Tani Bersama,Upang Ceria,7375000,1933,8275000
466,1934,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81360/empty,Sumber Tani,Upang Ceria,12390000,1934,13902000
467,1935,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81361/empty,Sumber Rezeki,Upang Ceria,8850000,1935,9930000
468,1936,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81362/empty,Sumber Mulyo,Upang Ceria,12390000,1936,13902000
469,1937,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81363/empty,Sumber Karya,Upang Ceria,14160000,1937,15888000
470,1938,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81364/empty,Sumber Agung,Upang Ceria,7375000,1938,8275000
471,1939,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81366/empty,Suka Makmur,Upang Ceria,6490000,1939,7282000
472,1940,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81367/empty,Suka Maju,Upang Ceria,8850000,1940,9930000
473,1941,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81369/empty,Subur Makmur,Upang Ceria,5900000,1941,6620000
474,1942,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81370/empty,Sama Tani,Upang Ceria,11800000,1942,13240000
475,1943,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81372/empty,Rahmat Jaya,Upang Ceria,5900000,1943,6620000
476,1944,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81373/empty,Panca Mukti,Upang Ceria,20650000,1944,23170000
477,1945,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81375/empty,Mulya Tani,Upang Ceria,5900000,1945,6620000
478,1946,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81376/empty,Mekar Jaya,Upang Ceria,5900000,1946,6620000
479,1947,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81377/empty,Maju Bersama,Upang Ceria,5900000,1947,6620000
480,1948,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81378/empty,Maju Bersama Tani,Upang Ceria,5900000,1948,6620000
481,1949,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81379/empty,Karya Tani,Upang Ceria,5900000,1949,6620000
482,1950,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81380/empty,Karya Jaya Agung,Upang Ceria,11800000,1950,13240000
483,1951,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81382/empty,Karya Bersama,Upang Ceria,8850000,1951,9930000
484,1952,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81383/empty,Harapan Mulyo,Upang Ceria,5900000,1952,6620000
485,1953,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81384/empty,Harapan Jaya,Upang Ceria,8850000,1953,9930000
486,1954,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81386/empty,Cemara Jaya,Upang Ceria,5900000,1954,6620000
487,1955,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81387/empty,Cahaya Tani,Upang Ceria,8850000,1955,9930000
488,1956,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81388/empty,Bumi Adem Ayem,Upang Ceria,5900000,1956,6620000
489,1957,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81390/empty,Bintang Timur,Upang Ceria,11800000,1957,13240000
490,1958,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81391/empty,Berkat Tani,Upang Ceria,7670000,1958,8606000
491,1959,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81392/empty,Berkat Jaya,Upang Ceria,5900000,1959,6620000
492,1960,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81394/empty,Family Jaya,Upang Ceria,5900000,1960,6620000
493,1961,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81395/empty,Sri Rejeki,Damar Wulan,17700000,1961,19860000
494,1962,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81396/empty,Tani Maju A,Damar Wulan,19175000,1962,21515000
495,1963,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81397/empty,Margo Rukun 3,Damar Wulan,18585000,1963,20853000
496,1964,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81399/empty,Tani Maju B,Damar Wulan,15930000,1964,17874000
497,1965,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81400/empty,Sendang Makmur,Damar Wulan,15635000,1965,17543000
498,1966,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81401/empty,Margo Rukun 6,Damar Wulan,15635000,1966,17543000
499,1967,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81402/empty,Karya Bakti,Damar Wulan,18880000,1967,21184000
500,1968,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81404/empty,Margo Utomo,Damar Wulan,17405000,1968,19529000
501,1969,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81405/empty,Mekar Sari,Damar Wulan,19470000,1969,21846000
502,1970,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81406/empty,Anur Tegal Rejo,Damar Wulan,41300000,1970,46340000
503,1971,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81408/empty,Bersatu Padu,Air Solok Batu,23600000,1971,26480000
504,1972,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81409/empty,Bone Jaya,Air Solok Batu,23600000,1972,26480000
505,1973,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81410/empty,Karya Jaya,Air Solok Batu,23600000,1973,26480000
506,1974,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81411/empty,Karya Mulia,Air Solok Batu,23600000,1974,26480000
507,1975,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81413/empty,Karya Utama,Air Solok Batu,23600000,1975,26480000
508,1976,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81414/empty,Maju Bersama,Air Solok Batu,23600000,1976,26480000
509,1977,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81416/empty,Rumpunmas Jaya,Air Solok Batu,23600000,1977,26480000
510,1978,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81417/empty,Sumber Manis,Air Solok Batu,23600000,1978,26480000
511,1979,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81418/empty,Sumber Pangan,Air Solok Batu,23600000,1979,26480000
512,1980,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81419/empty,Tani Jaya,Air Solok Batu,23600000,1980,26480000
513,1981,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81421/empty,Bumi Lestari I,Upang,21240000,1981,23832000
514,1982,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81422/empty,Bumi Lestari II,Upang,20060000,1982,22508000
515,1983,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81423/empty,Usaha Mandiri,Upang,14750000,1983,16550000
516,1984,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81425/empty,Mandala II,Upang,12980000,1984,14564000
517,1985,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81426/empty,Karya Banten,Upang,20060000,1985,22508000
518,1986,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81428/empty,Parit Asia,Upang,12390000,1986,13902000
519,1987,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81429/empty,Sejahtera,Upang,17700000,1987,19860000
520,1988,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81430/empty,Bahrul Ulum,Upang,10030000,1988,11254000
521,1989,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81431/empty,Karya Utama,Upang,14750000,1989,16550000
522,1990,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81433/empty,Tani Makmur I,Upang,10620000,1990,11916000
523,1991,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81434/empty,Tani Makmur II,Upang,16520000,1991,18536000
524,1992,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81435/empty,Suka Damai,Upang,19470000,1992,21846000
525,1993,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81437/empty,Srimulya,Upang,11800000,1993,13240000
526,1994,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81438/empty,Sida Mulya,Upang,11210000,1994,12578000
527,1995,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81439/empty,Mandala I,Upang,4720000,1995,5296000
528,1996,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81440/empty,Parit Jaya,Upang,6490000,1996,7282000
529,1997,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81441/empty,Al Barokah,Upang,14750000,1997,16550000
530,1998,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81442/empty,Arrohmah,Upang,9440000,1998,10592000
531,1999,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81443/empty,Sukamaju A,Saleh Mulya,20355000,1999,22839000
532,2000,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81444/empty,Sukamaju B,Saleh Mulya,17700000,2000,19860000
533,2001,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81445/empty,Sumber Harapan,Saleh Mulya,15045000,2001,16881000
534,2002,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81446/empty,Makmur Jaya Abadi,Saleh Mulya,17700000,2002,19860000
535,2003,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81447/empty,Taruna Tani,Saleh Mulya,15340000,2003,17212000
536,2004,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81448/empty,Margo Makmur,Saleh Mulya,15340000,2004,17212000
537,2005,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81449/empty,Usaha Tani,Saleh Mulya,14750000,2005,16550000
538,2006,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81450/empty,Harapan Baru,Saleh Mulya,18585000,2006,20853000
539,2007,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81451/empty,Mekar Jaya,Upang Marga,18585000,2007,20853000
540,2008,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81452/empty,Sri Fatmawati,Upang Marga,11800000,2008,13240000
541,2009,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81453/empty,Jaya Makmur,Upang Marga,13275000,2009,14895000
542,2010,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81454/empty,Panca Tani,Upang Marga,11800000,2010,13240000
543,2011,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81455/empty,Karya Baru,Upang Marga,11800000,2011,13240000
544,2012,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81456/empty,Tunas Harapan,Upang Marga,10325000,2012,11585000
545,2013,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81457/empty,Harapan Baru,Upang Marga,12390000,2013,13902000
546,2014,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81458/empty,Tani Makmur,Upang Marga,21240000,2014,23832000
547,2015,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81460/empty,Jaya Sentosa,Upang Marga,27140000,2015,30452000
548,2016,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81461/empty,Marga Jaya,Upang Marga,24190000,2016,27142000
549,2017,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81463/empty,Marga Mukti,Upang Marga,14160000,2017,15888000
550,2018,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81464/empty,Tani Jaya,Upang Marga,14160000,2018,15888000
551,2019,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81465/empty,Usaha Tani,Upang Marga,18290000,2019,20522000
552,2020,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81467/empty,Sendang Rezeki,Upang Marga,18585000,2020,20853000
553,2021,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81468/empty,Sumber Rejeki I,Upang Marga,13275000,2021,14895000
554,2022,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81469/empty,Sumber Rejeki II,Upang Marga,5900000,2022,6620000
555,2023,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81470/empty,Pada Idi,Upang Marga,18585000,2023,20853000
556,2024,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81471/empty,Karya Bersama I,Upang Marga,8555000,2024,9599000
557,2025,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81473/empty,Karya Bersama II,Upang Marga,7375000,2025,8275000
558,2026,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81474/empty,Berkat Usaha I,Upang Marga,15340000,2026,17212000
559,2027,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81475/empty,Berkat Usaha II,Upang Marga,14160000,2027,15888000
560,2028,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81476/empty,Tani Subur,Upang Marga,15340000,2028,17212000
561,2029,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81477/empty,Parit Gayam I,Upang Marga,25075000,2029,28135000
562,2030,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81478/empty,Parit Gayam II,Upang Marga,21535000,2030,24163000
563,2031,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81479/empty,Sungai Tapah,Upang Marga,21240000,2031,23832000
564,2032,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81480/empty,Marga Raya,Upang Marga,8850000,2032,9930000
565,2033,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81481/empty,Sumber Tani,Upang Marga,7375000,2033,8275000
566,2034,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81482/empty,Marga Sentosa,Upang Marga,14160000,2034,15888000
567,2035,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81483/empty,Marga Mulya,Upang Marga,15635000,2035,17543000
568,2036,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81484/empty,Marga Batu,Upang Marga,21240000,2036,23832000
569,2037,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81485/empty,Suka Maju,Upang Marga,13275000,2037,14895000
570,2038,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81486/empty,Usaha Bersama,Upang Marga,12685000,2038,14233000
571,2039,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81487/empty,Parit Buyut,Upang Marga,10620000,2039,11916000
572,2040,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81488/empty,Tani Muda I,Upang Marga,5900000,2040,6620000
573,2041,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81489/empty,Marga Usaha,Sidoharjo,21535000,2041,24163000
574,2042,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81490/empty,Panca Usaha,Sidoharjo,21240000,2042,23832000
575,2043,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81491/empty,Karya Tani,Sidoharjo,21535000,2043,24163000
576,2044,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81492/empty,Tirrto Ayu,Sidoharjo,20945000,2044,23501000
577,2045,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81493/empty,Karya Bakti,Sidoharjo,20650000,2045,23170000
578,2046,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81495/empty,Taruna Bakti,Sidoharjo,20945000,2046,23501000
579,2047,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81496/empty,Hasil Sempurna,Sidoharjo,19470000,2047,21846000
580,2048,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81497/empty,Tirto Agung,Sidoharjo,23600000,2048,26480000
581,2049,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81498/empty,Banyumas Milir,Sidoharjo,12390000,2049,13902000
582,2050,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81499/empty,Sukamaju,Sidoharjo,17995000,2050,20191000
583,2051,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81500/empty,Purworejo,Sidoharjo,16520000,2051,18536000
584,2052,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81501/empty,Sidomakmur,Sidoharjo,16815000,2052,18867000
585,2053,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81502/empty,Geminastiti,Sidoharjo,15635000,2053,17543000
586,2054,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81503/empty,Cinta Harapan,Sidoharjo,13570000,2054,15226000
587,2055,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81504/empty,Harapan Cinta,Sidoharjo,7375000,2055,8275000
588,2056,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81506/empty,Harapan Baru,Sidoharjo,16815000,2056,18867000
589,2057,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81507/empty,Tiga Saudara,Sidoharjo,15045000,2057,16881000
590,2058,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81508/empty,Usaha Sri Rejeki,Sidoharjo,5605000,2058,6289000
591,2059,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81509/empty,Usaha Sri Makmur,Sidoharjo,12685000,2059,14233000
592,2060,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81510/empty,Harapan Mukti,Sidoharjo,6490000,2060,7282000
593,2061,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81512/empty,Sinar Tani,Sidoharjo,23305000,2061,26149000
594,2062,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81513/empty,Jaya Bersama,Sidoharjo,16815000,2062,18867000
595,2063,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81514/empty,Jadi Mekar,Sidoharjo,14455000,2063,16219000
596,2064,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81516/empty,Marga Rahayu,Sidoharjo,12390000,2064,13902000
597,2065,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81517/empty,Sumber Rejeki,Bintaran,16815000,2065,18867000
598,2066,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81518/empty,Tani Maju,Bintaran,17110000,2066,19198000
599,2067,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81520/empty,Sugih Waras,Bintaran,16225000,2067,18205000
600,2068,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81521/empty,Agung Bakti,Bintaran,16225000,2068,18205000
601,2069,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81522/empty,Margo Mulyo,Bintaran,14160000,2069,15888000
602,2070,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81524/empty,Sugi Raharjo,Bintaran,16520000,2070,18536000
603,2071,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81525/empty,Mukti Jaya,Bintaran,14750000,2071,16550000
604,2072,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81526/empty,Harapan Jaya,Bintaran,15340000,2072,17212000
605,2073,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81528/empty,Tani Jaya,Bintaran,17700000,2073,19860000
606,2074,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81529/empty,Jaya Bersama,Bintaran,18142500,2074,20356500
