no,No,situs,poktan,desa,bast,bast_file,total
200,1668,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81049/empty,Pulun Jaya,Karang Baru,8850000,1668,9930000
201,1669,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81050/empty,Sumber Rezeki,Karang Baru,7965000,1669,8937000
202,1670,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81051/empty,Maju Jaya,Karang Baru,8850000,1670,9930000
203,1671,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81052/empty,Petani Sejati,Karang Baru,9145000,1671,10261000
204,1672,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81053/empty,Karya Maju,Karang Baru,12095000,1672,13571000
205,1673,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81054/empty,Harapan Maju,Karang Baru,12685000,1673,14233000
206,1674,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81056/empty,Usaha Karya,Karang Baru,10325000,1674,11585000
207,1675,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81057/empty,Jaya Bersama,Karang Baru,9145000,1675,10261000
208,1676,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81058/empty,Barokah,Karang Baru,13570000,1676,15226000
209,1677,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81059/empty,Tani Mulya,Karang Baru,11210000,1677,12578000
210,1678,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81061/empty,Subur Tani,Karang Baru,6195000,1678,6951000
211,1679,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81062/empty,Tri Manunggal Tani,Karang Baru,7670000,1679,8606000
212,1680,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81063/empty,Usaha Lestari,Karang Baru,3540000,1680,3972000
213,1681,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81064/empty,Maju Bersama,Karang Baru,6490000,1681,7282000
214,1682,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81066/empty,Karya Baru,Karang Baru,5015000,1682,5627000
215,1683,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81067/empty,Mekar Sari,Karang Baru,4425000,1683,4965000
216,1684,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81068/empty,Tani Maju,Karang Baru,6785000,1684,7613000
217,1685,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81069/empty,Tani Makmur,Karang Baru,8555000,1685,9599000
218,1686,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81071/empty,Harapan Maju,Argo Mulyo,6490000,1686,7282000
219,1687,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81072/empty,Karya Bakti,Argo Mulyo,5310000,1687,5958000
220,1688,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81073/empty,Karya Harapan,Argo Mulyo,9440000,1688,10592000
221,1689,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81075/empty,Karya Maju,Argo Mulyo,9145000,1689,10261000
222,1690,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81076/empty,Karya Makmur,Argo Mulyo,8260000,1690,9268000
223,1691,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81077/empty,Karya Subur,Argo Mulyo,8260000,1691,9268000
224,1692,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81078/empty,Mekar Tani,Argo Mulyo,10620000,1692,11916000
225,1693,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81079/empty,Mugi Rahayu,Argo Mulyo,9440000,1693,10592000
226,1694,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81080/empty,Rukun Abadi,Argo Mulyo,9440000,1694,10592000
227,1695,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81082/empty,Rukun Mulyo,Argo Mulyo,7670000,1695,8606000
228,1696,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81084/empty,Sri Mukti,Argo Mulyo,9735000,1696,10923000
229,1697,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81085/empty,Sri Rahayu,Argo Mulyo,9735000,1697,10923000
230,1698,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81087/empty,Sri Rejeki,Argo Mulyo,8260000,1698,9268000
231,1699,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81088/empty,Suka Bangun,Argo Mulyo,8850000,1699,9930000
232,1700,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81091/empty,Suka Tani,Argo Mulyo,11210000,1700,12578000
233,1701,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81092/empty,Sumber Rejeki,Argo Mulyo,13275000,1701,14895000
234,1702,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81093/empty,Eka Jaya,Margo Rukun,17700000,1702,19860000
235,1703,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81095/empty,Ganesa Jaya,Margo Rukun,17700000,1703,19860000
236,1704,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81096/empty,Hidup Baru,Margo Rukun,17700000,1704,19860000
237,1705,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81097/empty,Karya Bakti,Margo Rukun,17700000,1705,19860000
238,1706,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81098/empty,Karya Jaya,Margo Rukun,17700000,1706,19860000
239,1707,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81099/empty,Ngesti Rahayu,Margo Rukun,17700000,1707,19860000
240,1708,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81100/empty,Paguyuban,Margo Rukun,17700000,1708,19860000
241,1709,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81101/empty,Sari Nabati,Margo Rukun,17700000,1709,19860000
242,1710,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81102/empty,Sido Mukti,Margo Rukun,17700000,1710,19860000
243,1711,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81103/empty,Sri Rejeki,Margo Rukun,17700000,1711,19860000
244,1712,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81104/empty,Sumber Harapan,Margo Rukun,17700000,1712,19860000
245,1713,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81105/empty,Sumber Makmur,Margo Rukun,17700000,1713,19860000
246,1714,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81106/empty,Sumber Rejeki,Margo Rukun,17700000,1714,19860000
247,1715,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81107/empty,Sumber Rejo,Margo Rukun,17700000,1715,19860000
248,1716,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81108/empty,Tani Makmur,Margo Rukun,17700000,1716,19860000
249,1717,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81110/empty,Timbul Jaya,Margo Rukun,17700000,1717,19860000
250,1718,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81111/empty,Cahaya Tani,Cendana,11505000,1718,12909000
251,1719,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81112/empty,Karya Makmur,Cendana,10915000,1719,12247000
252,1720,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81113/empty,Karya Tani Maju,Cendana,13275000,1720,14895000
253,1721,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81114/empty,Mekar Sari,Cendana,12685000,1721,14233000
254,1722,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81115/empty,Ngudi Mulyo,Cendana,12390000,1722,13902000
255,1723,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81117/empty,Rejeki Barokah,Cendana,12685000,1723,14233000
256,1724,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81118/empty,Rukun Agawe S,Cendana,9735000,1724,10923000
257,1725,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81119/empty,Serba Usaha,Cendana,7375000,1725,8275000
258,1726,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81120/empty,Sri Rejeki,Cendana,10030000,1726,11254000
259,1727,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81121/empty,Sumber Rejeki,Cendana,11505000,1727,12909000
260,1728,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81123/empty,Tani Maju I,Cendana,9440000,1728,10592000
261,1729,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81124/empty,Tani Maju II,Cendana,11800000,1729,13240000
262,1730,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81125/empty,Tani Maju Makmur,Cendana,12685000,1730,14233000
263,1731,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81126/empty,Tani Makmur,Cendana,15340000,1731,17212000
264,1732,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81127/empty,Tri Mulyo,Cendana,12685000,1732,14233000
265,1733,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81128/empty,Usaha Baru,Cendana,13865000,1733,15557000
266,1734,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81129/empty,Cahaya Tani,Timbul Jaya,9440000,1734,10592000
267,1735,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81130/empty,Karya Baru,Timbul Jaya,9440000,1735,10592000
268,1736,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81132/empty,Karya Makmur,Timbul Jaya,20060000,1736,22508000
269,1737,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81133/empty,Sido Mukti,Timbul Jaya,5015000,1737,5627000
270,1738,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81134/empty,Sido Mulyo,Timbul Jaya,3245000,1738,3641000
271,1739,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81135/empty,Sri Agung,Timbul Jaya,14160000,1739,15888000
272,1740,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81137/empty,Sri Rejeki,Timbul Jaya,10030000,1740,11254000
273,1741,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81138/empty,Sumber Waras,Timbul Jaya,8260000,1741,9268000
274,1742,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81139/empty,Tani Makmur,Timbul Jaya,10030000,1742,11254000
275,1743,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81140/empty,Tani Mukti,Timbul Jaya,8850000,1743,9930000
276,1744,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81141/empty,Gudang Pangan,Sumber Mulyo,10915000,1744,12247000
277,1745,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81142/empty,Harapan Jaya,Sumber Mulyo,16815000,1745,18867000
278,1746,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81143/empty,Karya Harapan Jaya,Sumber Mulyo,17110000,1746,19198000
279,1747,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81144/empty,Karya Utama,Sumber Mulyo,14750000,1747,16550000
280,1748,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81146/empty,Mukti Tani,Sumber Mulyo,7375000,1748,8275000
281,1749,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81147/empty,Rejosari,Sumber Mulyo,16520000,1749,18536000
282,1750,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81148/empty,Sido Makmur,Sumber Mulyo,17995000,1750,20191000
283,1751,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81149/empty,Suka Maju I,Sumber Mulyo,17405000,1751,19529000
284,1752,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81150/empty,Suka Maju II,Sumber Mulyo,23895000,1752,26811000
285,1753,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81151/empty,Suka Mulya,Sumber Mulyo,19175000,1753,21515000
286,1754,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81152/empty,Sumber Harapan,Sumber Mulyo,15930000,1754,17874000
287,1755,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81153/empty,Sumber Makmur,Sumber Mulyo,17110000,1755,19198000
288,1756,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81155/empty,Sumber Rejeki,Sumber Mulyo,17700000,1756,19860000
289,1757,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81156/empty,Sumber Waras,Sumber Mulyo,19470000,1757,21846000
290,1758,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81157/empty,Tunas Harapan,Sumber Mulyo,20650000,1758,23170000
291,1759,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81158/empty,Tunas Jaya,Sumber Mulyo,9145000,1759,10261000
292,1760,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81159/empty,Ngudi Makmur,Margo Mulyo 16,14750000,1760,16550000
293,1761,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81161/empty,Rukun  Santosa,Margo Mulyo 16,12390000,1761,13902000
294,1762,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81162/empty,Setio Tuhu,Margo Mulyo 16,18290000,1762,20522000
295,1763,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81163/empty,Sido Dadi,Margo Mulyo 16,18290000,1763,20522000
296,1764,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81165/empty,Sido Rukun,Margo Mulyo 16,16225000,1764,18205000
297,1765,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81166/empty,Sri Rejeki,Margo Mulyo 16,14750000,1765,16550000
298,1766,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81168/empty,Sumber Jaya,Margo Mulyo 16,17700000,1766,19860000
299,1767,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81169/empty,Sumber Makmur,Margo Mulyo 16,12390000,1767,13902000
300,1768,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81171/empty,Sumber Rejeki,Margo Mulyo 16,19175000,1768,21515000
301,1769,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81172/empty,Tani Baru,Margo Mulyo 16,17700000,1769,19860000
302,1770,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81173/empty,Tenang Tani I,Margo Mulyo 16,20060000,1770,22508000
303,1771,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81176/empty,Tenang Tani II,Margo Mulyo 16,20060000,1771,22508000
304,1772,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81178/empty,Usaha  Makmur,Margo Mulyo 16,13570000,1772,15226000
305,1773,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81179/empty,Usaha Tani,Margo Mulyo 16,14750000,1773,16550000
306,1774,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81181/empty,Agung Mulyo,Tirta Harja,7375000,1774,8275000
307,1775,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81183/empty,Margo Rukun I,Tirta Harja,12685000,1775,14233000
308,1776,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81185/empty,Margo Rukun II,Tirta Harja,19470000,1776,21846000
309,1777,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81186/empty,Margo Utomo I,Tirta Harja,14160000,1777,15888000
310,1778,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81187/empty,Margo Utomo II,Tirta Harja,12685000,1778,14233000
311,1779,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81190/empty,Rukun Sentosa,Tirta Harja,18290000,1779,20522000
312,1780,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81191/empty,Sido Makmur,Tirta Harja,10620000,1780,11916000
313,1781,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81193/empty,Sido Mulyo,Tirta Harja,13570000,1781,15226000
314,1782,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81194/empty,Sri Mulya I,Tirta Harja,12685000,1782,14233000
315,1783,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81196/empty,Sri Mulya II,Tirta Harja,13865000,1783,15557000
316,1784,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81197/empty,Sri Rahayu Sentosa,Tirta Harja,13865000,1784,15557000
317,1785,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81198/empty,Suka Karya,Tirta Harja,12685000,1785,14233000
318,1786,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81199/empty,Sumber Harapan,Tirta Harja,13570000,1786,15226000
319,1787,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81201/empty,Sumber Jaya I,Tirta Harja,15340000,1787,17212000
320,1788,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81202/empty,Sumber Jaya II,Tirta Harja,14750000,1788,16550000
321,1789,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81203/empty,Sumber Rejeki,Tirta Harja,9735000,1789,10923000
322,1790,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81205/empty,Adil Makmur,Rejo Sari,14455000,1790,16219000
323,1791,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81206/empty,Cipto Dadi,Rejo Sari,12390000,1791,13902000
324,1792,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81208/empty,Gotong Royong I,Rejo Sari,20355000,1792,22839000
325,1793,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81209/empty,Gotong Royong II,Rejo Sari,24190000,1793,27142000
326,1794,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81210/empty,Jaya Mulya,Rejo Sari,15045000,1794,16881000
327,1795,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81213/empty,Margo Rukun,Rejo Sari,14750000,1795,16550000
328,1796,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81214/empty,Mugi Makmur,Rejo Sari,9735000,1796,10923000
329,1797,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81215/empty,Sido Mulyo,Rejo Sari,18880000,1797,21184000
330,1798,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81217/empty,Sidorejo,Rejo Sari,12980000,1798,14564000
331,1799,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81218/empty,Suka Maju,Rejo Sari,11210000,1799,12578000
332,1800,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81219/empty,Sumber Mulyo I,Rejo Sari,17700000,1800,19860000
333,1801,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81221/empty,Sumber Mulyo II,Rejo Sari,12390000,1801,13902000
334,1802,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81222/empty,Sumber Rezeki I,Rejo Sari,17700000,1802,19860000
335,1803,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81223/empty,Sumber Rezeki II,Rejo Sari,19470000,1803,21846000
336,1804,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81225/empty,Tani Makmur,Rejo Sari,18290000,1804,20522000
337,1805,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81226/empty,Tunas Harapan,Rejo Sari,18880000,1805,21184000
338,1806,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81228/empty,Harapan Sejahtera,Sugih Waras,6490000,1806,7282000
339,1807,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81229/empty,Karya Makmur,Sugih Waras,21830000,1807,24494000
340,1808,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81230/empty,Karya Tani,Sugih Waras,14750000,1808,16550000
341,1809,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81231/empty,Karyo Kismo,Sugih Waras,14455000,1809,16219000
342,1810,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81232/empty,Mekar Jaya,Sugih Waras,20355000,1810,22839000
343,1811,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81233/empty,Mekar Tani,Sugih Waras,25075000,1811,28135000
344,1812,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81234/empty,Ngudi Tani,Sugih Waras,8850000,1812,9930000
345,1813,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81235/empty,Rukun Tani,Sugih Waras,10915000,1813,12247000
346,1814,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81237/empty,Seroja,Sugih Waras,18437500,1814,20687500
347,1815,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81238/empty,Sido Dadi,Sugih Waras,12242500,1815,13736500
348,1816,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81239/empty,Sido Mukti,Sugih Waras,14160000,1816,15888000
349,1817,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81240/empty,Sido Mulyo,Sugih Waras,9145000,1817,10261000
350,1818,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81241/empty,Sinar Harapan,Sugih Waras,9440000,1818,10592000
351,1819,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81242/empty,Sumber Rejeki A,Sugih Waras,11505000,1819,12909000
352,1820,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81243/empty,Sumber Rejeki B,Sugih Waras,19470000,1820,21846000
353,1821,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81244/empty,Usaha Makmur,Sugih Waras,15487500,1821,17377500
354,1822,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81245/empty,Berkat Doa,Sido Makmur,11505000,1822,12909000
355,1823,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81246/empty,Harapan Baru,Sido Makmur,5900000,1823,6620000
356,1824,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81247/empty,Jaya Bersama,Sido Makmur,15340000,1824,17212000
357,1825,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81248/empty,Maju Bersama,Sido Makmur,8260000,1825,9268000
358,1826,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81249/empty,Mega Jaya,Sido Makmur,10915000,1826,12247000
359,1827,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81250/empty,Sawah Makmur,Sido Makmur,6785000,1827,7613000
360,1828,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81251/empty,Sinar Baru,Sido Makmur,13570000,1828,15226000
361,1829,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81252/empty,Sinar Harapan,Sido Makmur,6490000,1829,7282000
362,1830,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81253/empty,Sinar Jaya,Sido Makmur,11505000,1830,12909000
363,1831,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81254/empty,Sri Rejeki,Sido Makmur,9735000,1831,10923000
364,1832,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81255/empty,Sumber Harapan,Sido Makmur,6490000,1832,7282000
365,1833,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81256/empty,Sumber Makmur,Sido Makmur,6490000,1833,7282000
366,1834,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81257/empty,Sumber Rejeki,Sido Makmur,5605000,1834,6289000
367,1835,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81258/empty,Bakti Jaya,Ganesha Mukti,15340000,1835,17212000
368,1836,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81259/empty,Darma Mekar Bakti,Ganesha Mukti,14160000,1836,15888000
369,1837,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81260/empty,Gemah Ripah,Ganesha Mukti,14160000,1837,15888000
370,1838,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81261/empty,Hidup Makmur,Ganesha Mukti,18880000,1838,21184000
371,1839,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81262/empty,Jaya Mukti,Ganesha Mukti,12095000,1839,13571000
372,1840,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81263/empty,Karya Situru,Ganesha Mukti,21240000,1840,23832000
373,1841,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81264/empty,Lemah Mukti,Ganesha Mukti,20650000,1841,23170000
374,1842,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81265/empty,Mekar Tani,Ganesha Mukti,19470000,1842,21846000
375,1843,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81266/empty,Polewali,Ganesha Mukti,12390000,1843,13902000
376,1844,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81267/empty,Sederhana,Ganesha Mukti,18880000,1844,21184000
377,1845,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81268/empty,Setia Abadi,Ganesha Mukti,18290000,1845,20522000
378,1846,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81269/empty,Sinar Harapan,Ganesha Mukti,14160000,1846,15888000
379,1847,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81270/empty,Suko Makmur,Ganesha Mukti,19470000,1847,21846000
380,1848,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81271/empty,Tani Madu,Ganesha Mukti,21240000,1848,23832000
381,1849,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81272/empty,Tunas Karya,Ganesha Mukti,16225000,1849,18205000
382,1850,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81273/empty,Baru Muncul,Daya Kesuma,19470000,1850,21846000
383,1851,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81274/empty,Harapan Maju,Daya Kesuma,20060000,1851,22508000
384,1852,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81275/empty,Karya Tani,Daya Kesuma,18880000,1852,21184000
385,1853,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81276/empty,Mekar Tani,Daya Kesuma,17700000,1853,19860000
386,1854,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81277/empty,Ngudi Rahayu,Daya Kesuma,18880000,1854,21184000
387,1855,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81278/empty,Sido Dadi,Daya Kesuma,6490000,1855,7282000
388,1856,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81279/empty,Sido Mulyo,Daya Kesuma,5900000,1856,6620000
389,1857,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81280/empty,Sido Rukun,Daya Kesuma,18880000,1857,21184000
390,1858,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81281/empty,Sri Kuncung,Daya Kesuma,4130000,1858,4634000
391,1859,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81282/empty,Sri Rahayu,Daya Kesuma,4720000,1859,5296000
392,1860,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81283/empty,Suka Makmur,Daya Kesuma,5900000,1860,6620000
393,1861,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81284/empty,Sumber Rejeki,Daya Kesuma,9440000,1861,10592000
394,1862,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81285/empty,Sumber Sugih,Daya Kesuma,19470000,1862,21846000
395,1863,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81286/empty,Tani Maju,Daya Kesuma,20060000,1863,22508000
396,1864,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81287/empty,Ora Ngiro,Mekar Jaya,31270000,1864,35086000
397,1865,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81288/empty,Rukun Sejati,Mekar Jaya,42480000,1865,47664000
398,1866,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81289/empty,Rukun Sentosa,Mekar Jaya,41300000,1866,46340000
399,1867,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81290/empty,Setya Rahayu,Mekar Jaya,29500000,1867,33100000
400,1868,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81291/empty,Sido Dadi,Mekar Jaya,26550000,1868,29790000
401,1869,https://mpo.psp.pertanian.go.id/v.5.1/pelaporan/81292/empty,Tani Jaya,Mekar Jaya,27730000,1869,31114000
