2023-10-08 15:25:32,328 [INFO] Trying write new poktan for kab: Tanah Laut, kec: Bumi Makmur, desa: Handil Labuan Amas, kelompok: Mupakat
2023-10-08 15:25:37,383 [INFO] Trying write new poktan for kab: Tanah Laut, kec: Bumi Makmur, desa: Handil Labuan Amas, kelompok: Hemat Karya
2023-10-08 15:25:42,258 [INFO] Trying write new poktan for kab: Tanah Laut, kec: Bumi Makmur, desa: Handil Labuan Amas, kelompok: Hemat Membangun
2023-10-08 15:25:48,462 [INFO] Trying write new poktan for kab: Tanah Laut, kec: Bumi Makmur, desa: Handil Maluka, kelompok: Pemuda Membangun
2023-10-08 15:25:53,382 [INFO] Trying write new poktan for kab: Tanah Laut, kec: Bumi Makmur, desa: Handil Maluka, kelompok: Harapan Bahagia
2023-10-08 15:25:58,847 [INFO] Trying write new poktan for kab: Tanah Laut, kec: Bumi Makmur, desa: Handil Maluka, kelompok: Berkat Bersama
2023-10-08 15:26:03,523 [INFO] Trying write new poktan for kab: Tanah Laut, kec: Bumi Makmur, desa: Handil Maluka, kelompok: Keong Mas
2023-10-08 15:26:08,414 [INFO] Trying write new poktan for kab: Tanah Laut, kec: Bumi Makmur, desa: Sungai Rasau, kelompok: Sumber Makmur
2023-10-08 15:26:13,555 [INFO] Trying write new poktan for kab: Tanah Laut, kec: Bumi Makmur, desa: Kurau Utara, kelompok: Sehat Subur
2023-10-08 15:26:19,128 [INFO] Trying write new poktan for kab: Tanah Laut, kec: Bumi Makmur, desa: Kurau Utara, kelompok: Harapan Bersama
2023-10-08 15:26:24,286 [INFO] Trying write new poktan for kab: Tanah Laut, kec: Bumi Makmur, desa: Bumi Harapan, kelompok: Gawi Sabumi
2023-10-08 15:26:29,609 [INFO] Trying write new poktan for kab: Tanah Laut, kec: Bumi Makmur, desa: Bumi Harapan, kelompok: Suka Makmur
2023-10-08 15:26:34,797 [INFO] Trying write new poktan for kab: Tanah Laut, kec: Bumi Makmur, desa: Bumi Harapan, kelompok: Suka Maju
2023-10-08 15:26:40,069 [INFO] Trying write new poktan for kab: Tanah Laut, kec: Bumi Makmur, desa: Bumi Harapan, kelompok: Sumber Rezeki
2023-10-08 15:26:45,412 [INFO] Trying write new poktan for kab: Tanah Laut, kec: Bumi Makmur, desa: Bumi Harapan, kelompok: Banih Manguning
2023-10-08 15:26:50,610 [INFO] Trying write new poktan for kab: Tanah Laut, kec: Bumi Makmur, desa: Bumi Harapan, kelompok: Tuntung Pandang
2023-10-08 15:26:56,396 [INFO] Trying write new poktan for kab: Tanah Laut, kec: Bumi Makmur, desa: Handil Babirik, kelompok: Tani Murni
2023-10-08 15:27:02,863 [INFO] Trying write new poktan for kab: Tanah Laut, kec: Bumi Makmur, desa: Handil Babirik, kelompok: Sumber Tani
2023-10-08 15:27:09,659 [INFO] Trying write new poktan for kab: Tanah Laut, kec: Bumi Makmur, desa: Handil Babirik, kelompok: Tani Mandiri
2023-10-08 15:27:15,200 [INFO] Trying write new poktan for kab: Tanah Laut, kec: Bumi Makmur, desa: Handil Babirik, kelompok: Harapan Tani
2023-10-08 15:27:20,358 [INFO] Trying write new poktan for kab: Tanah Laut, kec: Bumi Makmur, desa: Handil Babirik, kelompok: Terobos Tani
2023-10-08 15:27:25,494 [INFO] Trying write new poktan for kab: Tanah Laut, kec: Bumi Makmur, desa: Handil Babirik, kelompok: Tunas 45
2023-10-08 15:27:31,824 [INFO] Trying write new poktan for kab: Tanah Laut, kec: Bumi Makmur, desa: Handil Babirik, kelompok: Gawi Manuntung
2023-10-08 15:27:36,973 [INFO] Trying write new poktan for kab: Tanah Laut, kec: Bumi Makmur, desa: Handil Babirik, kelompok: Karya Tani
2023-10-08 15:27:42,798 [INFO] Trying write new poktan for kab: Tanah Laut, kec: Bumi Makmur, desa: Handil Babirik, kelompok: Waja Sampai Keputing
2023-10-08 15:27:49,712 [INFO] Trying write new poktan for kab: Tanah Laut, kec: Bumi Makmur, desa: Handil Babirik, kelompok: Pelita Tani
2023-10-08 15:27:55,386 [INFO] Trying write new poktan for kab: Tanah Laut, kec: Bumi Makmur, desa: Handil Babirik, kelompok: Tani Maju
2023-10-08 15:28:01,512 [INFO] Trying write new poktan for kab: Tanah Laut, kec: Bumi Makmur, desa: Handil Babirik, kelompok: Suka Maju
2023-10-08 15:28:06,688 [INFO] Trying write new poktan for kab: Tanah Laut, kec: Bumi Makmur, desa: Handil Babirik, kelompok: Pelita Jaya
2023-10-08 15:28:14,179 [INFO] Trying write new poktan for kab: Tanah Laut, kec: Bumi Makmur, desa: Handil Babirik, kelompok: Indra Sila
2023-10-08 15:28:19,119 [INFO] Trying write new poktan for kab: Tanah Laut, kec: Bumi Makmur, desa: Handil Babirik, kelompok: Berkat Tani
2023-10-08 15:28:26,855 [INFO] Trying write new poktan for kab: Tanah Laut, kec: Bumi Makmur, desa: Handil Babirik, kelompok: Bekat Bersama
2023-10-08 15:28:33,562 [INFO] Trying write new poktan for kab: Tanah Laut, kec: Bumi Makmur, desa: Handil Babirik, kelompok: Mekar Tani
2023-10-08 15:28:39,429 [INFO] Trying write new poktan for kab: Tanah Laut, kec: Kintap, desa: Mekar Raya, kelompok: Maju Jaya
2023-10-08 15:28:44,696 [INFO] Trying write new poktan for kab: Tanah Laut, kec: Kintap, desa: Mekar Raya, kelompok: Tani Makmur
2023-10-08 15:28:49,863 [INFO] Trying write new poktan for kab: Tanah Laut, kec: Kintap, desa: Mekar Raya, kelompok: Berkah
2023-10-08 15:28:55,130 [INFO] Trying write new poktan for kab: Tanah Laut, kec: Kintap, desa: Mekar Raya, kelompok: Maju Bersama
